_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1__left_side,question1__right_side,seeside,group,image_url,question1,question1__left_side_gold,question1__right_side_gold,question2,question3,seeside_gold,step1,step2,step3,tip1,tip2,tip3
799093140,10/22/2015 09:32:00,false,1778306275,,10/22/2015 09:31:12,false,neodev,0.8333,29163230,FRA,A1,Dijon,176.182.36.174,,0,Right,9,https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093140,10/22/2015 10:45:31,false,1778341809,,10/22/2015 10:44:27,false,neodev,0.75,11042210,ESP,58,A Coruña,79.150.72.220,,0,Right,9,https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093141,10/21/2015 23:45:14,false,1777972544,,10/21/2015 23:44:22,false,neodev,0.8,34593648,BRA,05,Salvador,179.183.124.140,,10,Right,9,https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093142,10/20/2015 19:37:25,false,1776604682,,10/20/2015 19:35:33,false,gifthunterclub,0.8,31583992,VEN,"","",201.211.162.129,,10,Right,9,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093142,10/20/2015 19:49:33,false,1776629862,,10/20/2015 19:47:23,false,clixsense,0.8,30193232,SRB,00,Titel,95.85.132.130,,20,Right,9,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093143,10/22/2015 13:20:22,false,1778483468,,10/22/2015 13:17:51,false,elite,0.8333,29849983,GRC,13,Thessaloníki,94.68.152.41,10,,left,9,https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093144,10/20/2015 13:14:57,false,1775916487,,10/20/2015 13:13:13,false,neodev,0.75,32872588,USA,NY,Bayside,96.250.81.151,10,10,"left
Right",9,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093144,10/20/2015 14:25:20,false,1776001237,,10/20/2015 14:17:04,false,neodev,0.7,31958194,ARG,"","",181.23.56.145,10,12,"left
Right",9,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093144,10/20/2015 15:51:45,false,1776136111,,10/20/2015 15:46:37,false,elite,0.7,30688710,IDN,04,Jakarta,202.62.17.137,10,10,"left
Right",9,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093144,10/20/2015 18:05:21,false,1776429720,,10/20/2015 18:04:23,false,tremorgames,0.8333,31778038,BRA,23,Uruguaiana,189.73.188.221,10,10,"left
Right",9,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093144,10/20/2015 18:41:14,false,1776511492,,10/20/2015 18:39:10,false,clixsense,0.8,30193232,SRB,00,Titel,95.85.132.130,10,10,"left
Right",9,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093145,10/20/2015 19:51:20,false,1776633311,,10/20/2015 19:49:36,false,clixsense,0.8,30193232,SRB,00,Titel,95.85.132.130,,10,Right,9,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093145,10/20/2015 20:22:29,false,1776689291,,10/20/2015 20:19:55,false,neodev,0.7,31958194,ARG,"","",181.23.56.145,,10,Right,9,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093146,10/21/2015 00:06:43,false,1776974153,,10/21/2015 00:05:09,false,elite,0.7,30688710,IDN,"","",114.79.32.161,10,10,"left
Right",9,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093146,10/21/2015 00:43:56,false,1776996017,,10/21/2015 00:42:39,false,elite,1.0,33018241,IDN,"","",114.79.32.241,10,10,"left
Right",9,https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093147,10/20/2015 13:16:34,false,1775919158,,10/20/2015 13:14:58,false,neodev,0.75,32872588,USA,NY,Bayside,96.250.81.151,,10,Right,9,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093147,10/20/2015 14:32:23,false,1776010247,,10/20/2015 14:25:24,false,neodev,0.7,31958194,ARG,"","",181.23.56.145,,20,Right,9,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093147,10/20/2015 18:43:05,false,1776515587,,10/20/2015 18:41:53,false,clixsense,0.8,30193232,SRB,00,Titel,95.85.132.130,,10,Right,9,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093147,10/20/2015 19:22:59,false,1776577315,,10/20/2015 19:21:22,false,gifthunterclub,0.8,31583992,VEN,"","",201.211.162.129,,10,Right,9,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093148,10/21/2015 23:46:00,false,1777973065,,10/21/2015 23:45:15,false,neodev,0.8,34593648,BRA,05,Salvador,179.183.124.140,10,10,"left
Right",9,https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
799093149,10/22/2015 04:15:55,false,1778117021,,10/22/2015 04:14:16,false,neodev,0.7143,18768786,ARG,01,Necochea,181.168.19.181,17,20,"left
Right",9,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg,Estimate average building height on each side of the street,,,,,,Building Height,,,"Building height: height in feet, assuming 10 feet (3.04 meters) per floor, including the roof floor of buildings with slanted roofs and dormers and any visible sunken floors|Note the height of the buildings on each side, whether they are set back, and the percentage of the block that the buildings of the same height occupy to compute the average|Record “200 feet (60.96 meters)” if you know the building is over 20 floors and you cannot make a better estimate|If you can't tell where one floor starts and the next begins, try using a building with a known height near it as a guide|If the building has different heights, count to the highest floor of the building",,
