_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,date,enter_some_text,num_items,part_of_the_image_is_cut_off,question1,question1__left_side,question1__right_side,question2,question2__left_side,question2__right_side,question3,seeleft,seeright,seeside,tax,total,group,image_url,orig_question1,question1_gold,orig_question2,question2__left_side_gold,question2__right_side_gold,orig_question3,question3_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
798473929,10/14/2015 14:23:23,true,1768991475,true,10/14/2015 13:54:46,false,clixsense,0.7333,7427951,PER,15,Lima,64.76.72.13,,,,,44,,,,,16,0,,,Right,,,1,https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg,Estimate the street width,"40
36
38
42",Estimate the total sidewalk width for each side of the street,"","8
9
7
10
6
12",Count individual pieces of art that are within study area or intended for viewing from the sidewalk/path,0,Right,Street Width,Sidewalk Width,Pieces of public art,"Street width includes frontage roads and parking aisles. Assume that a typical parking lane is 8 feet (2.43 meters) and a typical travel lane is 12 feet (3.65 meters)|If the median between a one-way pair is more than 50 feet (15.24 m) wide, treat each couple as separate streets. Only consider the width of the adjacent half street","If the sidewalk width varies, estimate the average width|Put a zero if you cannot see the sidewalk","Public art: monuments, sculptures, murals, and any artistic display that has free access. Art must be the size of a small person or have clear identification indicating its status as art (creator, dedication, year, materials, etc.)|If the art can be isolated as a specific artistic element of a facade, the building counts as one instance of public art|If the art is in someone's property, but it is visible to the passing pedestrian and it has free access, it can be considered public art|Small fountains and graffiti murals would be included, but simple chalk drawings and graffiti tags would not be included"
798473929,10/14/2015 17:33:59,true,1769281659,,10/14/2015 17:31:16,false,cf_internal,1.0,34835246,BRA,17,Campina Grande,189.71.11.246,,,,,40,,,,,8,0,,,Right,,,1,https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg,Estimate the street width,"40
36
38
42",Estimate the total sidewalk width for each side of the street,"","8
9
7
10
6
12",Count individual pieces of art that are within study area or intended for viewing from the sidewalk/path,0,Right,Street Width,Sidewalk Width,Pieces of public art,"Street width includes frontage roads and parking aisles. Assume that a typical parking lane is 8 feet (2.43 meters) and a typical travel lane is 12 feet (3.65 meters)|If the median between a one-way pair is more than 50 feet (15.24 m) wide, treat each couple as separate streets. Only consider the width of the adjacent half street","If the sidewalk width varies, estimate the average width|Put a zero if you cannot see the sidewalk","Public art: monuments, sculptures, murals, and any artistic display that has free access. Art must be the size of a small person or have clear identification indicating its status as art (creator, dedication, year, materials, etc.)|If the art can be isolated as a specific artistic element of a facade, the building counts as one instance of public art|If the art is in someone's property, but it is visible to the passing pedestrian and it has free access, it can be considered public art|Small fountains and graffiti murals would be included, but simple chalk drawings and graffiti tags would not be included"
798473929,10/14/2015 18:22:32,true,1769367222,true,10/14/2015 18:10:59,false,neodev,0.7333,30586572,ECU,04,Azoguez,186.5.62.25,,,,,54,,,,,10,0,,,Right,,,1,https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg,Estimate the street width,"40
36
38
42",Estimate the total sidewalk width for each side of the street,"","8
9
7
10
6
12",Count individual pieces of art that are within study area or intended for viewing from the sidewalk/path,0,Right,Street Width,Sidewalk Width,Pieces of public art,"Street width includes frontage roads and parking aisles. Assume that a typical parking lane is 8 feet (2.43 meters) and a typical travel lane is 12 feet (3.65 meters)|If the median between a one-way pair is more than 50 feet (15.24 m) wide, treat each couple as separate streets. Only consider the width of the adjacent half street","If the sidewalk width varies, estimate the average width|Put a zero if you cannot see the sidewalk","Public art: monuments, sculptures, murals, and any artistic display that has free access. Art must be the size of a small person or have clear identification indicating its status as art (creator, dedication, year, materials, etc.)|If the art can be isolated as a specific artistic element of a facade, the building counts as one instance of public art|If the art is in someone's property, but it is visible to the passing pedestrian and it has free access, it can be considered public art|Small fountains and graffiti murals would be included, but simple chalk drawings and graffiti tags would not be included"
798473929,10/14/2015 18:56:16,true,1769428952,true,10/14/2015 18:52:01,false,clixsense,0.8,10280828,ESP,56,Badalona,95.19.114.164,,,,,24,,,,,10,0,,,Right,,,1,https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg,Estimate the street width,"40
36
38
42",Estimate the total sidewalk width for each side of the street,"","8
9
7
10
6
12",Count individual pieces of art that are within study area or intended for viewing from the sidewalk/path,0,Right,Street Width,Sidewalk Width,Pieces of public art,"Street width includes frontage roads and parking aisles. Assume that a typical parking lane is 8 feet (2.43 meters) and a typical travel lane is 12 feet (3.65 meters)|If the median between a one-way pair is more than 50 feet (15.24 m) wide, treat each couple as separate streets. Only consider the width of the adjacent half street","If the sidewalk width varies, estimate the average width|Put a zero if you cannot see the sidewalk","Public art: monuments, sculptures, murals, and any artistic display that has free access. Art must be the size of a small person or have clear identification indicating its status as art (creator, dedication, year, materials, etc.)|If the art can be isolated as a specific artistic element of a facade, the building counts as one instance of public art|If the art is in someone's property, but it is visible to the passing pedestrian and it has free access, it can be considered public art|Small fountains and graffiti murals would be included, but simple chalk drawings and graffiti tags would not be included"
798473929,10/14/2015 19:00:17,true,1769435941,true,10/14/2015 18:50:46,false,gifthunterclub,0.8,32333519,VEN,"","",190.73.185.48,,,,,35,,,,,8,0,,,Right,,,1,https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg,Estimate the street width,"40
36
38
42",Estimate the total sidewalk width for each side of the street,"","8
9
7
10
6
12",Count individual pieces of art that are within study area or intended for viewing from the sidewalk/path,0,Right,Street Width,Sidewalk Width,Pieces of public art,"Street width includes frontage roads and parking aisles. Assume that a typical parking lane is 8 feet (2.43 meters) and a typical travel lane is 12 feet (3.65 meters)|If the median between a one-way pair is more than 50 feet (15.24 m) wide, treat each couple as separate streets. Only consider the width of the adjacent half street","If the sidewalk width varies, estimate the average width|Put a zero if you cannot see the sidewalk","Public art: monuments, sculptures, murals, and any artistic display that has free access. Art must be the size of a small person or have clear identification indicating its status as art (creator, dedication, year, materials, etc.)|If the art can be isolated as a specific artistic element of a facade, the building counts as one instance of public art|If the art is in someone's property, but it is visible to the passing pedestrian and it has free access, it can be considered public art|Small fountains and graffiti murals would be included, but simple chalk drawings and graffiti tags would not be included"
798473929,10/14/2015 19:40:17,true,1769503442,false,10/14/2015 19:32:53,false,neodev,0.75,14434780,ROU,13,Cluj-napoca,89.123.88.84,,,,,40,,,,,10,0,,,Right,,,1,https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg,Estimate the street width,"40
36
38
42",Estimate the total sidewalk width for each side of the street,"","8
9
7
10
6
12",Count individual pieces of art that are within study area or intended for viewing from the sidewalk/path,0,Right,Street Width,Sidewalk Width,Pieces of public art,"Street width includes frontage roads and parking aisles. Assume that a typical parking lane is 8 feet (2.43 meters) and a typical travel lane is 12 feet (3.65 meters)|If the median between a one-way pair is more than 50 feet (15.24 m) wide, treat each couple as separate streets. Only consider the width of the adjacent half street","If the sidewalk width varies, estimate the average width|Put a zero if you cannot see the sidewalk","Public art: monuments, sculptures, murals, and any artistic display that has free access. Art must be the size of a small person or have clear identification indicating its status as art (creator, dedication, year, materials, etc.)|If the art can be isolated as a specific artistic element of a facade, the building counts as one instance of public art|If the art is in someone's property, but it is visible to the passing pedestrian and it has free access, it can be considered public art|Small fountains and graffiti murals would be included, but simple chalk drawings and graffiti tags would not be included"
798473929,10/14/2015 19:41:45,true,1769505555,true,10/14/2015 19:37:27,false,clixsense,0.8,14574613,CZE,52,Prague,195.250.145.2,,,,,48,,,,8,0,0,,,"left
Right",,,1,https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg,Estimate the street width,"40
36
38
42",Estimate the total sidewalk width for each side of the street,"","8
9
7
10
6
12",Count individual pieces of art that are within study area or intended for viewing from the sidewalk/path,0,Right,Street Width,Sidewalk Width,Pieces of public art,"Street width includes frontage roads and parking aisles. Assume that a typical parking lane is 8 feet (2.43 meters) and a typical travel lane is 12 feet (3.65 meters)|If the median between a one-way pair is more than 50 feet (15.24 m) wide, treat each couple as separate streets. Only consider the width of the adjacent half street","If the sidewalk width varies, estimate the average width|Put a zero if you cannot see the sidewalk","Public art: monuments, sculptures, murals, and any artistic display that has free access. Art must be the size of a small person or have clear identification indicating its status as art (creator, dedication, year, materials, etc.)|If the art can be isolated as a specific artistic element of a facade, the building counts as one instance of public art|If the art is in someone's property, but it is visible to the passing pedestrian and it has free access, it can be considered public art|Small fountains and graffiti murals would be included, but simple chalk drawings and graffiti tags would not be included"
798473929,10/14/2015 19:44:56,true,1769510566,false,10/14/2015 19:40:15,false,neodev,1.0,28370609,EST,01,Tallinn,82.131.74.241,,,,,40,,,,,10,0,,,Right,,,1,https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg,Estimate the street width,"40
36
38
42",Estimate the total sidewalk width for each side of the street,"","8
9
7
10
6
12",Count individual pieces of art that are within study area or intended for viewing from the sidewalk/path,0,Right,Street Width,Sidewalk Width,Pieces of public art,"Street width includes frontage roads and parking aisles. Assume that a typical parking lane is 8 feet (2.43 meters) and a typical travel lane is 12 feet (3.65 meters)|If the median between a one-way pair is more than 50 feet (15.24 m) wide, treat each couple as separate streets. Only consider the width of the adjacent half street","If the sidewalk width varies, estimate the average width|Put a zero if you cannot see the sidewalk","Public art: monuments, sculptures, murals, and any artistic display that has free access. Art must be the size of a small person or have clear identification indicating its status as art (creator, dedication, year, materials, etc.)|If the art can be isolated as a specific artistic element of a facade, the building counts as one instance of public art|If the art is in someone's property, but it is visible to the passing pedestrian and it has free access, it can be considered public art|Small fountains and graffiti murals would be included, but simple chalk drawings and graffiti tags would not be included"
798473929,10/14/2015 20:41:47,true,1769623407,false,10/14/2015 20:15:15,false,clixsense,0.8,31887246,VEN,13,Barquisimeto,190.121.232.66,,,,,36,,,,,8,0,,,Right,,,1,https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg,Estimate the street width,"40
36
38
42",Estimate the total sidewalk width for each side of the street,"","8
9
7
10
6
12",Count individual pieces of art that are within study area or intended for viewing from the sidewalk/path,0,Right,Street Width,Sidewalk Width,Pieces of public art,"Street width includes frontage roads and parking aisles. Assume that a typical parking lane is 8 feet (2.43 meters) and a typical travel lane is 12 feet (3.65 meters)|If the median between a one-way pair is more than 50 feet (15.24 m) wide, treat each couple as separate streets. Only consider the width of the adjacent half street","If the sidewalk width varies, estimate the average width|Put a zero if you cannot see the sidewalk","Public art: monuments, sculptures, murals, and any artistic display that has free access. Art must be the size of a small person or have clear identification indicating its status as art (creator, dedication, year, materials, etc.)|If the art can be isolated as a specific artistic element of a facade, the building counts as one instance of public art|If the art is in someone's property, but it is visible to the passing pedestrian and it has free access, it can be considered public art|Small fountains and graffiti murals would be included, but simple chalk drawings and graffiti tags would not be included"
798473929,10/14/2015 22:49:45,true,1769833922,true,10/14/2015 22:43:21,false,prodege,0.75,8308030,USA,TN,Knoxville,207.98.191.211,,,,,32,,,,,6,0,,,Right,,,1,https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg,Estimate the street width,"40
36
38
42",Estimate the total sidewalk width for each side of the street,"","8
9
7
10
6
12",Count individual pieces of art that are within study area or intended for viewing from the sidewalk/path,0,Right,Street Width,Sidewalk Width,Pieces of public art,"Street width includes frontage roads and parking aisles. Assume that a typical parking lane is 8 feet (2.43 meters) and a typical travel lane is 12 feet (3.65 meters)|If the median between a one-way pair is more than 50 feet (15.24 m) wide, treat each couple as separate streets. Only consider the width of the adjacent half street","If the sidewalk width varies, estimate the average width|Put a zero if you cannot see the sidewalk","Public art: monuments, sculptures, murals, and any artistic display that has free access. Art must be the size of a small person or have clear identification indicating its status as art (creator, dedication, year, materials, etc.)|If the art can be isolated as a specific artistic element of a facade, the building counts as one instance of public art|If the art is in someone's property, but it is visible to the passing pedestrian and it has free access, it can be considered public art|Small fountains and graffiti murals would be included, but simple chalk drawings and graffiti tags would not be included"
