V2 V1 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90 V91 V92 V93 V94 V95 V96 V97 V98 V99 V100 V101 V102 V103 grupo setor bairro
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.79834890137 5.70799929013292 5.88602027085027 5.85729032870525 5.88445202770375 5.79701082872519 5.78660151733937 5.778438100666 5.77134443506689 5.76290138817242 5.76481155611636 5.78320836836893 5.79082484296655 5.78771100714346 5.78032802783298 5.7853055994749 5.78158174984165 5.77958082150587 5.77931678521929 5.77293329838459 5.7757622328203 5.78083352532719 5.78971863452016 5.79401423611263 5.79643569759638 5.79984944715257 5.79804248314466 5.80051136188508 5.80232895543864 5.80027909869131 5.80614346638171 5.80689281910249 5.80800054512213 5.80393986165208 5.80438896133843 5.80516114057129 5.81060556020082 5.80417782940302 5.80028044873937 5.80034825128129 5.79606115843096 5.79908370965587 5.80121038579854 5.79835856480206 5.79914339833111 5.80107296810586 5.80296485772547 5.80336215224714 5.80773161494108 5.80955942872818 5.80921869611676 5.80564958231002 5.80690626047265 5.80460517668813 5.80495072611817 5.80467921238588 5.80346599936809 5.79962954256896 5.79692219421589 5.79611374484896 5.79917579850833 5.79491521135461 5.79079687200286 5.79004025452817 5.79173801669037 5.79002423522529 5.79075730360592 5.79159909602802 5.79394266359813 5.79453164886181 5.79570657984755 5.7979378255442 5.79757711543044 5.7965811566449 5.79571713440339 5.79839037857112 5.79894393188118 5.79923831122685 5.79852982444674 5.79693987046881 5.79956739766444 5.79929690658992 5.79990912856117 5.80058746135908 5.79883952319546 5.79985732145399 5.80120149360111 5.80101956125796 5.80075923301794 5.80204718858429 5.80141205916869 5.80190650212277 5.80484149076166 5.80413752179072 5.80447648821529 5.80321430280021 5.80447662713479 5.80571797801035 5.80700664529039 5.80806783055347 5.80740007202475 Media 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.14200299458 5.23865748161906 5.25178667869474 5.17283197031308 5.14223462500226 5.16733189068321 5.17686188146374 5.15536829402154 5.17035160815318 5.15268185314826 5.14399894516123 5.15212533851171 5.14219438368994 5.13333019068737 5.12984291846014 5.12626568403893 5.13295891515893 5.12945348644051 5.12440468386702 5.13111580986737 5.1272421574274 5.12321457109504 5.12750139459562 5.13091717802579 5.12730606744364 5.13137595982559 5.12763605205009 5.12373485492708 5.1220939931937 5.12799305433127 5.12509229604259 5.12449361353712 5.12295776499307 5.12648119408167 5.12537422585958 5.12895974780156 5.13261870593168 5.13314807572757 5.13263987241923 5.13135355203595 5.12926993869985 5.13217909135081 5.13014759945287 5.13273174660401 5.1360879820531 5.13690968763927 5.13558957273716 5.13729103077124 5.13900344098496 5.14020861175896 5.14020434704718 5.14263912242351 5.14226567547562 5.14348064877303 5.14198485472414 5.14117545971658 5.13884783247793 5.13800740629038 5.13952065267087 5.1379987666203 5.13928463427671 5.14100946214955 5.14008488490199 5.13931974148758 5.13856921432442 5.13800495300797 5.13993548493842 5.14092248387202 5.14228504799789 5.1409248520593 5.1402335144498 5.14160599691557 5.14302343018764 5.14368059816507 5.14462473926425 5.14429678827441 5.14408311241626 5.1457599525802 5.14757120376444 5.14683812872115 5.14806826301353 5.14685256468247 5.14551732297644 5.14442804727659 5.14533847855286 5.1464388273187 5.14597235835386 5.14473511222166 5.1460070700972 5.14533784988518 5.14582265595752 5.14511781246808 5.14596574062529 5.14538323422471 5.14626331232665 5.14708675569075 5.14784711831666 5.14853178980708 5.1489325391604 5.14875790321421 5.14836203917398 Casado 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.68501923733 5.6850979893383 5.76925725436704 5.74793900259227 5.69149967952733 5.68953852758744 5.68328661662536 5.67962157745492 5.666623333817 5.67028388583574 5.68456050013951 5.68254779202147 5.67155618397463 5.67218786577639 5.67619511014979 5.67757516138358 5.67452291761326 5.6699273717909 5.6730170868644 5.67473648931838 5.6750683871079 5.67264938003336 5.66916884577374 5.6687555947168 5.67635713413498 5.67830162450913 5.67745976709765 5.67302370597561 5.67148748246059 5.67075766226455 5.67311625316071 5.67256346038186 5.67696677588979 5.67543917855326 5.67724564779668 5.67697748811538 5.67920448328257 5.68470792739444 5.68474917552506 5.68371498986354 5.68566924545045 5.68422982727335 5.68537797427395 5.68553593888589 5.6886689542003 5.68883419956969 5.69127247298657 5.69022313608134 5.69104000771138 5.69181799781734 5.69308713266867 5.69121754100031 5.69347265556585 5.69399804577559 5.69492797975224 5.69542487670998 5.69510426734739 5.69440215863886 5.69566643978239 5.6933094644936 5.69337596017253 5.69102737947048 5.6911468031131 5.69013744704619 5.68965987981047 5.68885469812002 5.68836303757558 5.68672223344537 5.68418751758244 5.68534413469754 5.68507884529372 5.68681585611356 5.6866084720516 5.68719281556406 5.68648862877302 5.68701903269865 5.68607014363336 5.68647304627508 5.68565591862764 5.68472756834875 5.68453358431323 5.6857486817185 5.68630344603029 5.68646618339081 5.68598423139715 5.68607427456955 5.68593968668638 5.68608587430877 5.68569971468309 5.68527410741531 5.6849239176066 5.68398685199437 5.68415928866991 5.68329018099009 5.68308173017501 5.6828761256185 5.6836709526374 5.68320191115887 5.68253118328915 5.68080928229433 5.67936347940424 Adulto 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg seguro? 4.81051773457 4.81704964869127 4.82049593461305 4.81400529229724 4.8097021940399 4.8037895155782 4.80733908117842 4.80378038087018 4.80877347497392 4.80559184461364 4.80673762502141 4.81137662708688 4.81638715078613 4.81626200621811 4.81547882805533 4.81730595254235 4.8198347459923 4.82098868031197 4.82047118983068 4.81867555021397 4.81773573865432 4.81912030126379 4.81866307248607 4.81867919001604 4.81765840358924 4.81755638414899 4.81497255771901 4.81534716332866 4.81544884811463 4.81448505079199 4.8133401758233 4.81244257656364 4.81308734884968 4.81311389067055 4.8126490448097 4.81108012412931 4.81122848713073 4.81175706619281 4.8109551299871 4.81027345768306 4.81014905903946 4.80995441604606 4.80998039173873 4.80987148755734 4.81026238638931 4.81071846474571 4.81098105316189 4.81037354520144 4.81032235841619 4.81090400769169 4.81079187777664 4.81079684870529 4.8105968237524 4.81042594480989 4.81058534908518 4.8104000800319 4.8099669188757 4.80920263149183 4.80803898577594 4.80741922474131 4.80738386286127 4.8077544367482 4.80878263795352 4.8083279738865 4.80801233651747 4.80808627811403 4.8081778771561 4.80802755322639 4.80815098909336 4.80780633577504 4.80752520501067 4.80740866497545 4.80733588763288 4.80767280151561 4.80740017887023 4.80745716117395 4.80735745272457 4.80705891321034 4.80695664863787 4.80703084979806 4.80734209668899 4.80776677459056 4.80748144697518 4.80702370614112 4.80639607577113 4.80670994887637 4.80672397946512 4.80641840270957 4.80697588984301 4.80734658615444 4.80728905404506 4.80743069591621 4.80703985231639 4.80741298300886 4.80743051795721 4.80751133269011 4.80747634821724 4.80737153154904 4.80762213429927 4.80812864453606 4.80777982038958 Casado 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg seguro? 5.40242155954 5.37558685774442 5.38989362022157 5.37311875636045 5.40518894061949 5.39960199154052 5.41045297806869 5.41937257910863 5.44758387698624 5.46047196381922 5.48856130316675 5.48787011241004 5.47662831635569 5.46984653397836 5.47023322341132 5.47196844443877 5.47881730436464 5.46883571226664 5.46863393403203 5.47026132570531 5.46399611488682 5.4494887755822 5.44328747975995 5.4358826600022 5.43140422043318 5.42575757922471 5.42058994864901 5.41087234743917 5.41259330830223 5.41189223531656 5.4096481305757 5.41169667685334 5.40990185918023 5.41129364365679 5.41163411416481 5.41176516487573 5.40555049224784 5.40134805931732 5.40069233961367 5.3979679191029 5.39637589999286 5.396257081746 5.40234490278153 5.40055242252055 5.39497848276045 5.39300962990222 5.38941280539998 5.3900947717039 5.38964032235328 5.38934229315873 5.3829240519231 5.38071784117617 5.37730591283582 5.37687169281028 5.37917920012128 5.38288393253465 5.38378723276627 5.38552359439489 5.38532803218 5.38711513693727 5.38640193468003 5.38468695818775 5.38601398681149 5.38583376254285 5.3856269171152 5.38579800053837 5.38212841846808 5.38449888433136 5.38664410187421 5.38696454364825 5.38664293058475 5.38398925347765 5.38375092700641 5.38504407602841 5.38111775690559 5.38034259803708 5.3801440367016 5.3808734654939 5.38125769424659 5.38000290712735 5.38088417024255 5.3795882235859 5.38002356236563 5.3801059308246 5.37955948540241 5.38022630234192 5.3819740988879 5.3833375785038 5.3847936117215 5.38276643288366 5.38185796353418 5.37958098393977 5.37918769332143 5.38136767860204 5.38167928288046 5.38107081188964 5.38091339249345 5.3780454604736 5.37826288953014 5.37738411772273 5.37794704506649 Baixa 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg seguro? 5.64220733845 5.71644497229242 5.69754841944546 5.71885480149728 5.68713336181562 5.68661400819424 5.67100705057842 5.65703376802139 5.64740118965232 5.65825069190808 5.63685818016563 5.64689085803603 5.6446332619915 5.64149536782408 5.63526578279962 5.64364213209669 5.64133271690725 5.64544811797623 5.64089234104175 5.6353045441774 5.63483734686783 5.64132294814496 5.64224361641923 5.64388084967182 5.64674237926401 5.64155524226509 5.63977647223774 5.64182122278838 5.64088234476545 5.64721312664945 5.650728497524 5.64915398510929 5.64658755433599 5.64331081629306 5.63961606826675 5.6428014916617 5.64178703099524 5.63705041216257 5.63608932838543 5.63928980258927 5.64028892549523 5.64244074382963 5.64141760784749 5.63886943084547 5.63865033596722 5.63726237097459 5.63912600293343 5.63767228740462 5.63627175116602 5.63935377417263 5.63869626486917 5.63801321089449 5.6362068215905 5.63789772045738 5.64009649058017 5.64040511479454 5.63824377759462 5.63852229579499 5.63628144781875 5.63626216968943 5.63697885162047 5.63564550350278 5.63583251890722 5.6362048402703 5.63497355312077 5.63372060131747 5.63462416129744 5.63457017068255 5.63516469489762 5.63423632685694 5.6349698213986 5.63663998285688 5.63576594275261 5.6354514645586 5.63480691190724 5.63631444443675 5.63497020492724 5.63419340130487 5.63647126778337 5.63577389080633 5.63661722707825 5.63526894016353 5.63594883093395 5.63543919154667 5.63665926215545 5.63528948209893 5.63591997248566 5.63478884599404 5.63320247063401 5.63389768296422 5.6344572579984 5.63314013159737 5.63404117615176 5.63328579000699 5.63526176790817 5.63610563564695 5.63647519722249 5.63575707505159 5.63687899608282 5.6367575465479 5.63751216203033 Feminino 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg seguro? 5.57891708734 5.79323679817767 5.6021395664522 5.58940768596701 5.54603782289937 5.51079093404231 5.52148533034621 5.55076293656247 5.53497379582991 5.53715723183191 5.54746711298413 5.55617506640024 5.54914837013152 5.54295298542776 5.55444483797883 5.55180062514598 5.55292255656835 5.54095873715255 5.5513533718679 5.55924856249728 5.56225920058804 5.57737183290765 5.58459562172659 5.58611628479945 5.58529610895516 5.58871687078422 5.58346288675699 5.58560686172781 5.58093394407234 5.5838143427716 5.58299696930177 5.58091770445327 5.58163469124714 5.57847567235317 5.57662445472262 5.57612477927544 5.5787997936584 5.58196902398599 5.58285237334329 5.58349698933929 5.58328154295727 5.58571689044283 5.58052188741819 5.58027857954606 5.58173116197146 5.58095967689051 5.58309761348013 5.58794611179414 5.5863270024027 5.58009274907058 5.58162272117363 5.5827896531102 5.58598151043269 5.58678211506343 5.58850461644281 5.585715093295 5.58562807462754 5.58016699578355 5.57875240656584 5.57661475921606 5.58027719893817 5.58593476420624 5.58379324722954 5.58275019034457 5.57951579779037 5.57996633093436 5.58240323763588 5.58044921200083 5.58152771462697 5.58062292857438 5.58165895591272 5.58320286646871 5.58484335259417 5.58677752078083 5.58748422837107 5.58631574463563 5.58648646401449 5.58678393329756 5.58825775148299 5.58360814063906 5.58284749012697 5.58141057402577 5.58110989070985 5.58203374625008 5.58469228323183 5.58439573399786 5.58316318573428 5.58177553769535 5.5810687849256 5.58249804287686 5.58439031689624 5.58263889922403 5.58186518769342 5.58279807134683 5.58312166625177 5.58338270935819 5.58383822543031 5.58369550332717 5.58219435250186 5.58371084851297 5.58537620625187 Masculino 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.23441607965 5.1317235774897 5.16730901680039 5.24176833011648 5.25823439791836 5.29082608482396 5.28736962231811 5.26908594732859 5.27410371644151 5.26202943816754 5.25091570320483 5.25094872689718 5.25090965772682 5.2572103224421 5.25351014813735 5.25852331507092 5.25949335904407 5.26782303842935 5.26797695444121 5.26445228527832 5.26116046661372 5.26408900101953 5.25748771958389 5.2494599105707 5.25253273570952 5.24987586784772 5.24355057902751 5.24889249688307 5.25739915783051 5.25566170659738 5.25854483438334 5.25444553005936 5.25669466662963 5.25788309664269 5.25034431372412 5.24982699488428 5.24275879759934 5.2416314161252 5.24631547743371 5.24399004238075 5.23858836494857 5.2363078802577 5.23594473181844 5.23970397313325 5.23837267207486 5.23583754193796 5.23523271580396 5.23437278584565 5.23493497069109 5.23080601583863 5.22962484782132 5.22899254538248 5.22790326815655 5.22446719463625 5.22603341222373 5.22883457572504 5.22729111143438 5.22896000946579 5.22764676260008 5.22693449993168 5.22878686697934 5.22727073627869 5.22692400684078 5.22546933452209 5.22685819776047 5.22718713218136 5.22551808424099 5.22777893676903 5.22645514304107 5.22770320802355 5.22368789857621 5.22506142332625 5.22491679414705 5.22145520341747 5.22289889000374 5.22227771436949 5.21912259536868 5.2189146633185 5.21821316281144 5.21671547061591 5.21391731037482 5.21350986441295 5.21320386071542 5.21457496291521 5.21329253014065 5.21004610880998 5.21043244430109 5.21161337908819 5.21278674920175 5.2132785602275 5.2149459019897 5.21599584920328 5.21726523138378 5.21795935372527 5.21730341113931 5.21762169164203 5.21765144666177 5.2160559608541 5.21680073813258 5.21851288030282 5.21807593347292 Feminino 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.87367488414 6.20145680058306 5.91187874279474 5.93297136489346 5.85710543401026 5.869902591403 5.90093660502621 5.92209314654472 5.92940135255287 5.93129838029069 5.92227315029672 5.89998852107874 5.89410243521113 5.89469825523672 5.89199123663552 5.88928189543991 5.88531051557315 5.88660655913152 5.88764083221135 5.88738348122285 5.89053059871691 5.88526947927007 5.88325795019705 5.87999081156048 5.88448320946566 5.88456094057078 5.88305826007144 5.88574602581993 5.89095980901315 5.88964953598406 5.8867990923669 5.88507564656391 5.88426991485843 5.87627499510705 5.8775828028409 5.87239263000662 5.87233715925936 5.87246271965688 5.87174854737096 5.87247373527432 5.87340502403002 5.8758287825573 5.87404091032233 5.87159317288828 5.86827945548815 5.86802253604837 5.86622365088861 5.86568954061693 5.86650423025978 5.86646129542151 5.86770760915815 5.86571322676844 5.86276165994217 5.86534033615167 5.86504064750628 5.86509089945592 5.86748983439033 5.86813477555808 5.86794340730749 5.86381276073706 5.86276161759782 5.86359215486767 5.86037311198274 5.86175681967474 5.85822640524068 5.85756841239152 5.85760873682221 5.85884385470078 5.85620397616224 5.85485785886575 5.85372403458056 5.85178124223464 5.85173425517437 5.85007981608938 5.84887706784682 5.84669782562883 5.84779321505741 5.84765165406633 5.84688452575981 5.84847810940618 5.84865285615739 5.84771245702968 5.84956716279936 5.84897162826783 5.84909424722028 5.8488317513527 5.85071440689285 5.85284923429188 5.85308148366756 5.85334336885454 5.85595401641257 5.85795992775434 5.85764332495749 5.8554619699707 5.8544843423533 5.85270396786162 5.85350565524014 5.85388787466839 5.85432459638288 5.85189313345026 5.85102739458713 Masculino 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg seguro? 5.34243824208 5.71902320793388 5.42812456098871 5.41708610150199 5.44220958209693 5.49131443005097 5.46175684036913 5.43966315071359 5.40162386313431 5.36347714604563 5.34954740735962 5.31486026823362 5.32949312944806 5.34126699668656 5.34471445252833 5.36121097664053 5.34900589856305 5.35074300577469 5.33428306402648 5.31673276960438 5.32419101284483 5.33249443900097 5.32517458934562 5.32393188517852 5.32436318554016 5.32438113260502 5.32368945417598 5.33436970120029 5.34066331845382 5.33975387469525 5.33148379549531 5.3260387951988 5.32723955614113 5.33388547717959 5.32869912037691 5.3316668227946 5.33264850914321 5.32535480999804 5.32635729533619 5.32193688026604 5.32147279159737 5.3245517448004 5.33005153644576 5.32785870575024 5.32617442239086 5.32496475714561 5.33024870075359 5.32669123090474 5.33113537607217 5.33187957716272 5.33059754766476 5.33168205906261 5.3317913733008 5.33576837904001 5.33401680877301 5.33091507221046 5.32774417436918 5.32643295860286 5.32679340702786 5.32496489788835 5.32161137498099 5.32498532853058 5.32732021948836 5.32897089537151 5.32960351755157 5.33313254635876 5.3279492116695 5.32587595886075 5.32575508640228 5.32745699932144 5.32843185038662 5.32977999226503 5.32786613508614 5.3314758796083 5.32788789669156 5.33070881595609 5.32885060346717 5.33023264665629 5.32706679607827 5.32711146477103 5.32625723491625 5.32318222681078 5.32279052160794 5.32523711184345 5.32892017683514 5.32564290072331 5.3275789564285 5.33060128335905 5.33105914899596 5.33090886660426 5.33076570530152 5.33013607783546 5.33211176110417 5.33547423189582 5.33594843076554 5.3367217312933 5.33587249074671 5.33871564019159 5.34171001005838 5.34060408644908 5.34131636673441 Jovem 250400905000060 catole
