V2 V1 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90 V91 V92 V93 V94 V95 V96 V97 V98 V99 V100 V101 V102 V103 grupo red green blue hor vert diag setor bairro
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 6.81857548123 6.79362039958486 6.84435338979688 6.82095333558315 6.81898486699225 6.83134499032371 6.82775329265806 6.82915962699196 6.81185684724377 6.8228759526661 6.81955640783778 6.82826024277439 6.83606623469287 6.83289229837872 6.82433335854268 6.82760791969693 6.81960276445616 6.8204288478262 6.82211500888941 6.82828426813535 6.82670887827215 6.82823840189847 6.82821741056461 6.82695496470566 6.83055623990655 6.83122606242436 6.83196998321409 6.83005078847727 6.83058403152791 6.83321585874514 6.8331252506295 6.83319346224354 6.82881503214316 6.82998613324275 6.82929205305568 6.82488137568205 6.82765172338982 6.82857404804308 6.82852675616666 6.82427585755915 6.82384721851694 6.82141376008382 6.82062835661722 6.81974286304828 6.81839128024194 6.8195942983999 6.81776155641726 6.8144936198888 6.81519140424198 6.81413754004798 6.81306586959548 6.81241715422831 6.81202795948078 6.81371293318718 6.81558370725429 6.8142541244617 6.81659624358215 6.81685535471521 6.8159720100878 6.81596994844762 6.81349240484198 6.81471638506632 6.81481030968998 6.81555582023246 6.8149598813927 6.81538845672997 6.81525962225711 6.81293060972583 6.812785671295 6.81153013489895 6.8106184043969 6.80926288102985 6.81081517163539 6.81008064003371 6.80910312408465 6.81026830169467 6.81061014092726 6.81205154143122 6.81278849443397 6.8127727382702 6.81089343445542 6.81194107282348 6.81168837499931 6.8100784821487 6.80829452024789 6.80953190523059 6.80777993087113 6.80887424077582 6.80931094089948 6.80930161610935 6.81103562194062 6.81121100107211 6.81245619897284 6.81351155133991 6.8125449432127 6.81264246317013 6.81218392870773 6.81207938034233 6.81078879351542 6.81207159191905 6.81177582891975 Casado 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.37090787204 5.13320797525417 5.25881451066885 5.31238670509352 5.3431306375907 5.35473851374001 5.3325755705052 5.36295335558809 5.34211042804013 5.34885781863056 5.35960117651372 5.37328668242438 5.36531205236907 5.38485509033461 5.37373981316231 5.36401275593792 5.36957472732932 5.37309643732314 5.36582863252798 5.36799684110331 5.36899164085919 5.36404370492532 5.37281508842205 5.36951733103284 5.36708233375291 5.37804875067668 5.36669633613863 5.36626917440547 5.3636434163379 5.370430926026 5.37081332126534 5.36958915012492 5.37064089549648 5.36435368137077 5.36739947611897 5.36612526227369 5.36431328980058 5.36571562632136 5.36408058989091 5.35940979453655 5.35819929787081 5.35872228857429 5.36654266015594 5.37278127126505 5.37467908044352 5.37434176880153 5.36726859055939 5.36598152530184 5.37080727086694 5.37005774507958 5.3741221078288 5.3707061730976 5.3723042832236 5.37303632565592 5.37411875689935 5.37538450136217 5.37856108820551 5.37886426684144 5.38050487729889 5.38424006266341 5.38224078850337 5.38704382201863 5.38849510800034 5.38693985477102 5.38321645846527 5.38636397134277 5.38415134681909 5.3832451241645 5.38500328926583 5.38243776682328 5.38270495713379 5.38242663566928 5.38518973298753 5.38420483946948 5.385991553452 5.38426075838568 5.38537828055555 5.38586132249146 5.38624384923093 5.3881103829257 5.38646064636693 5.38430071761926 5.38476043607292 5.38534838170374 5.38787854860194 5.38629842690536 5.38769809628509 5.38773080286958 5.39071940276441 5.38914918882612 5.38979999451352 5.38816463210877 5.38588821633746 5.38646463332232 5.38603955601771 5.38724385593813 5.38737087198831 5.38323758982256 5.3836136967205 5.38239821290289 5.38342799830342 Geral 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.54430748679 5.63305672117916 5.5281106626746 5.42280638553005 5.40649891754785 5.50206135165419 5.5384206467334 5.52251778931717 5.51289727842735 5.51420935094724 5.50951763373236 5.50651525449613 5.51802645765496 5.51683752039584 5.50865000323084 5.51630040454375 5.52563343442818 5.52537755182816 5.54625650451696 5.54862284633746 5.54588800700307 5.54832660933349 5.54562869055856 5.54050037842315 5.54455457729559 5.54649366832777 5.55360921133797 5.55014068589847 5.55507647711401 5.55303153905511 5.55458013511514 5.56225382182091 5.55656770227379 5.55218841689633 5.55213885604896 5.55868640754232 5.55462782554069 5.55306145926185 5.55249858353027 5.54939228263068 5.54724081334126 5.55186027586162 5.55347545358821 5.55413937243176 5.55457279848548 5.55598930768669 5.55504324367404 5.55230970845493 5.5493206107514 5.54591954364369 5.54183353237583 5.54403217669085 5.54559292120648 5.54476489990178 5.54683278509726 5.54453227856125 5.54690323678602 5.54534746107336 5.55006884477641 5.55159355935085 5.55126270744599 5.55170904444317 5.55331705438078 5.55092846253836 5.55151603163057 5.55346556667202 5.55162993875408 5.55043201405061 5.5506362991439 5.55081944661407 5.55223202767001 5.55196574145796 5.55263976088647 5.55249749833118 5.55226937171996 5.55349365059731 5.55526679457668 5.55785202825077 5.55746346870185 5.55763513996709 5.55783931131596 5.55685604144012 5.55708408428832 5.55524850539191 5.55283815414843 5.55177277511141 5.55351387806166 5.55301459455562 5.55261730883294 5.55296662443645 5.55243207954978 5.55053274879583 5.54889706582764 5.54827214692264 5.54691673302865 5.54690268640334 5.54557357553522 5.54521647074638 5.54345850055259 5.54337692994271 5.54345154202161 Media 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.46273176248 5.47201313405737 5.36885980014624 5.42610388697434 5.47714806759539 5.49133494045104 5.46323223692303 5.45902886344827 5.43316312876801 5.44621419843757 5.44655670119554 5.42542218124549 5.4038807645341 5.42096683976706 5.42796670397419 5.41722545434588 5.43565046714549 5.44711187123683 5.45236673161544 5.45887305902097 5.46179581637435 5.45627989845051 5.45750546332357 5.46773001563272 5.46094618121755 5.45977775766407 5.45962526955472 5.46197160858776 5.46570277323754 5.47102316994799 5.47292278807425 5.47432337512462 5.4687999281494 5.46548595102919 5.4649128274427 5.46481654146925 5.46419430164586 5.46540758298062 5.46834284999245 5.46987597477092 5.47034052198415 5.47030534237444 5.46567617884929 5.46601868187626 5.46746625300895 5.46686485061704 5.46738920639706 5.46432217662036 5.4666353597592 5.46261880805604 5.45864754947808 5.45807171815999 5.46221737638005 5.46633263969531 5.46858198608049 5.47062608942795 5.46664675642162 5.4689619454835 5.46721191405122 5.46410066666598 5.47052774650959 5.46663009421541 5.4708040125339 5.47115885341107 5.47035767054794 5.47170165030068 5.47127750888193 5.46917930654546 5.4705334845973 5.47156346667579 5.47176466258581 5.47206645863715 5.47222332950145 5.47217457124283 5.47101697088048 5.46887045973948 5.46875288121831 5.47069404163109 5.46868434097825 5.47043962338772 5.47002845160965 5.4681886529787 5.4660781259629 5.46537897846308 5.46667773242949 5.46519449185175 5.46748837763509 5.46955295476445 5.47083457670708 5.46896338935032 5.46995362305669 5.46825958800087 5.47005480672124 5.47183499138812 5.47183340782763 5.47195107042692 5.47080524287528 5.47067290001958 5.47295929362277 5.47458462045016 5.47786471061765 Jovem 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.60388711533 5.52765930005402 5.46869155668295 5.48509300328531 5.51353802747724 5.5706577045492 5.56413931969891 5.60627489141234 5.61504156229675 5.60743488758039 5.60950070240781 5.60675423775773 5.58565925691387 5.58659068523293 5.58979077386097 5.59678404519742 5.60543061557818 5.60112276517938 5.59643363438996 5.59115337614314 5.59808175910179 5.59917749718572 5.61069811329733 5.60461956268572 5.59979851745572 5.60691755327845 5.60057914109179 5.60260176806266 5.60319313617465 5.600983140875 5.60215746172926 5.60238384495259 5.59888753338305 5.59618079216594 5.59631396125084 5.59905416013504 5.59864753123742 5.60071748201765 5.60053268346993 5.60056632405199 5.59973833969692 5.5972899347283 5.60002608415632 5.59862829891272 5.59820918618495 5.60021546855013 5.60368978241934 5.6013720528509 5.60380744891658 5.60347750073492 5.60407377836302 5.60410365219683 5.60162896381667 5.60400717776723 5.60221398304665 5.60277565452127 5.6063870626522 5.60811763094445 5.6112224576973 5.61015719455797 5.60901728467795 5.61040108962346 5.61041730842875 5.61166249356097 5.61367506660909 5.61356177229135 5.61228054765225 5.61187541614694 5.6133229215312 5.61587504086283 5.61862699322867 5.61919946414593 5.62113465890743 5.62311092471389 5.62203523586409 5.62053501299687 5.62109779230417 5.61880848289139 5.61836430644848 5.61858595446278 5.6196621656088 5.61953501038558 5.61932255482917 5.61990298131695 5.61907515880637 5.62048026944954 5.62352301936899 5.62201029469398 5.62023911515018 5.61955057755892 5.61908794978425 5.617534175025 5.61953848656568 5.62082529422582 5.62072302898641 5.62201597156623 5.62572796041814 5.6254398742153 5.62661220363342 5.62723438868109 5.62609932332474 Feminino 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg seguro? 5.26177069258 5.51605080860754 5.39221518588796 5.28002776176775 5.22958869666641 5.23474809887532 5.24186204453825 5.25379301536118 5.26077760946274 5.26366085862175 5.26242700753459 5.25848612096693 5.25451068904291 5.24334910144833 5.2496110995875 5.26107302157408 5.25714172595897 5.26573717206074 5.26222599029568 5.26678249100814 5.26752208172112 5.26469904908721 5.26913052782301 5.27243697412965 5.27021802299713 5.26864522825256 5.26945925107423 5.2710445243633 5.26780101748084 5.26921657374043 5.26649962969262 5.26441192173845 5.25744124648342 5.25748480994921 5.25607656168982 5.25517050585256 5.26234715319752 5.26292038138018 5.26047315284653 5.2609653159766 5.25704591904338 5.25699593663356 5.26004823805326 5.26037944767558 5.26371863753491 5.26262640371207 5.2607329402196 5.259775573884 5.26277398938839 5.26165291396137 5.26071733631863 5.26188100449499 5.25956258692265 5.25982311620524 5.26145792133762 5.2620846447231 5.26068126617628 5.26155068250358 5.25771726998534 5.25952440345343 5.25871555941695 5.25813316882527 5.25712877027338 5.25721878186946 5.25458446383378 5.25156263402565 5.25347404299692 5.2556803674295 5.25588284751249 5.25382813848931 5.25201353046873 5.25340819764392 5.25166405057273 5.25027808113325 5.25116927885994 5.2520738650979 5.25052913205202 5.25252561326308 5.25337416818516 5.25195567943958 5.2514301743961 5.2522498052174 5.2510666349331 5.25138666274173 5.25356492163662 5.25440788073271 5.25535710585427 5.25557576290638 5.25375850848561 5.25388157046745 5.25307138243359 5.25403084125509 5.2541820873775 5.25406017792197 5.25584421836764 5.25538425294508 5.25517231588109 5.25540826058082 5.25724319615775 5.25774878964285 5.25826167535968 Baixa 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.93435919973 5.84222083771531 5.88892795571967 5.89257726222214 5.93592832498316 5.94300226649472 5.92626829398847 5.92749390071294 5.93605306270321 5.94146520302392 5.9433984282452 5.94024374967555 5.94529175633515 5.94462402855827 5.951334843922 5.94221032904189 5.94257402774625 5.93874768702908 5.93166365478184 5.9264189683131 5.93103862126942 5.92625997079731 5.93096418715521 5.92889342404812 5.93935195193894 5.94270580345384 5.93732213285488 5.9407702050277 5.93735735323044 5.9419982331282 5.94137805063805 5.9377139651416 5.93990738539445 5.94008669519107 5.94068771432612 5.94255542165744 5.94361715868006 5.93601132789984 5.93251370315726 5.93483645568348 5.93433953284191 5.93391951040124 5.93515567709469 5.93895566271861 5.94128866458089 5.93906570729578 5.93864269425626 5.94572327221257 5.94715573836723 5.94560991099002 5.94521782421683 5.94319929858724 5.94262503723308 5.94184854680068 5.9423223482965 5.94395039516612 5.944039487854 5.94170725542752 5.93794089269422 5.93664204547037 5.93653616671243 5.93573608833481 5.93428955990739 5.93358172546508 5.9348305132372 5.93692558124108 5.93788643933916 5.93797074342158 5.94059227334918 5.93887741405042 5.93609792751702 5.93515931152308 5.93137494342129 5.92874329059812 5.930701813747 5.93171984146092 5.9349875091649 5.93221746776713 5.93132702809153 5.93204506523948 5.93277022325922 5.93319635198692 5.9323650224484 5.9317152005325 5.93245710327443 5.93349874757098 5.93205142480849 5.93237043420257 5.93168739111011 5.9286791090484 5.9299121718426 5.92884333622522 5.92959528236549 5.92791246670537 5.92798668616611 5.92723391971172 5.93113245202747 5.93073221715837 5.92911760206854 5.9278994858668 5.92739879627019 Adulto 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg seguro? 5.77509222855 5.86613389284552 5.6891596860751 5.7069040920397 5.77355970003916 5.78859622018995 5.81831576397735 5.82873915772171 5.81468689771648 5.81040660179744 5.8109801756677 5.80657842144164 5.80745905345204 5.80749409591342 5.78885375281458 5.79903344120983 5.79217820200843 5.78846166332575 5.78351148831494 5.79197292299173 5.79384272585595 5.78373028515319 5.78398933342366 5.77704202212614 5.78213233959163 5.78086803300121 5.78310087097898 5.78495428737154 5.78617860973849 5.7862578190764 5.78523177970425 5.78622727372237 5.78729522161673 5.78209394418712 5.77933833240441 5.77945125652851 5.77836719987939 5.7732154341079 5.76717690967936 5.76862211674219 5.77188751971909 5.77471474894719 5.77783884361195 5.78086835330166 5.77550405194497 5.78023289527422 5.78141991899066 5.77941566501608 5.77975662136561 5.77963119129568 5.77891545619114 5.77794054827671 5.77927547789194 5.77943563324215 5.7788912303583 5.77822279810431 5.77885429438087 5.77603296123803 5.77263512233336 5.77454035980877 5.77296306518609 5.77258030197807 5.77026732326911 5.7720953426246 5.77076966027507 5.77342981334272 5.77338608877654 5.77122586455855 5.76802050891656 5.76857954381097 5.76795714253838 5.7666481686628 5.7662263897072 5.76521879410602 5.7624467257957 5.76050537328502 5.76098292483385 5.76298193312237 5.75917455766982 5.7573025113419 5.75615149910716 5.75736171671967 5.7568169948334 5.75673057710975 5.75578156762011 5.75658304548805 5.7586098884317 5.7569324579074 5.7574993132107 5.75897240051285 5.75789260432778 5.7579648706122 5.75597891089966 5.75723018846545 5.75757171334988 5.75823108417188 5.7589533119824 5.75824775588441 5.75774410275678 5.7576344005962 5.75941770115351 Media 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.53586625139 5.34136412017647 5.3969724592702 5.49875985259071 5.53770161541196 5.53638764790559 5.55941127412467 5.48893389844852 5.54899328230799 5.52697637078648 5.53653482861404 5.55380537009786 5.54734834107947 5.5378767772406 5.54732332536321 5.55860001345501 5.5600087633455 5.55120484523871 5.54435684070305 5.53968281344312 5.54314539885876 5.54338784797051 5.54168748545538 5.54171499137859 5.55173410220622 5.54175316869151 5.54366435605806 5.54863427956981 5.5532614498061 5.5511257475841 5.55298914081426 5.54436522464571 5.54458332219148 5.54996882076185 5.55298131112262 5.54738608694554 5.53925406664405 5.53442117958183 5.53313470122452 5.53574991477651 5.53498337501385 5.53597040513007 5.53770091548008 5.53510604653103 5.53674639832378 5.53828624248446 5.53925716332375 5.53450030807833 5.53358202160633 5.53440621820054 5.5358406663288 5.53374642913855 5.53474183417703 5.54181310465521 5.53984328643542 5.53895258483668 5.54125568109735 5.54113857282274 5.53707063842307 5.53773584340295 5.53652149094058 5.54011244696766 5.54109129849105 5.53969870348843 5.53818142824555 5.53845845933246 5.53928050366488 5.53707426786183 5.53714644014501 5.53679243253758 5.53911722570133 5.53764164349834 5.53755346544926 5.53319711620759 5.53696655259838 5.53599430452369 5.53507091435157 5.53250679805349 5.5334521440873 5.53328949881729 5.53629772394029 5.53630136876914 5.53424925498746 5.53313027596808 5.53464088987086 5.53664524766398 5.53567663470436 5.53615072034405 5.5376434936605 5.53765934768166 5.53691918262326 5.53641119746598 5.53861557874849 5.54040368145835 5.54245696393147 5.54179958798562 5.54139923578059 5.5418448506688 5.53899121355444 5.54018238196573 5.54019640038388 Masculino 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg seguro? 5.35999283471 5.66507888237731 5.54705350749904 5.56214702263867 5.49318031304747 5.47997853149479 5.44262822194186 5.39977286169259 5.37057081930275 5.35881319301545 5.36177406250246 5.34862372139274 5.34358341236999 5.34492834729137 5.34776129002008 5.34236863041869 5.34107030816952 5.33685835617015 5.3415653064568 5.33329451360185 5.33609750759239 5.34151570101516 5.33815868028571 5.33143431686303 5.3334601447162 5.33505651351632 5.32986780605564 5.32834032178003 5.3358840647555 5.33369332353761 5.33592745476491 5.33180878075164 5.33827148456243 5.33563635647851 5.3375013516925 5.33084472089439 5.33214398747273 5.33548771914716 5.33387681440344 5.33607798762421 5.33727826756503 5.33755110764029 5.33856329822728 5.34483576711224 5.34314672432259 5.34542757073471 5.35216839774396 5.35018836397531 5.34915462362733 5.34886157349058 5.34957281233992 5.34646046104669 5.34891056370328 5.34839339462682 5.34905036434794 5.34691964547701 5.34972514790076 5.3507765696411 5.35183964944235 5.35210136206054 5.35459068334093 5.35300059284306 5.34985288054658 5.3490790447853 5.34899427299228 5.34860059204944 5.35005979819011 5.34708690258025 5.34866551497262 5.35057408202506 5.3511083794284 5.35122049067841 5.35179607458326 5.35331020846542 5.35281143210315 5.35217206928063 5.35409172243764 5.35592707379841 5.35812021992586 5.35705677470445 5.35751656912994 5.35695702880048 5.3594027215078 5.35837380627159 5.35910237087014 5.3571994650221 5.35994972086006 5.35951687024243 5.35916520482779 5.36022952977575 5.36010036750485 5.35931083870059 5.35854731228134 5.36080398724225 5.36110402927987 5.36252121578241 5.36339478146598 5.36521174637488 5.36399496250232 5.36268083543711 5.36301929298255 Jovem 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
