  [1] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.809968847352025"
  [2] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.799584631360332"
  [3] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.842852197992385"
  [4] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.80754586362063" 
  [5] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.841121495327103"
  [6] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.843544479058498"
  [7] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.855313257182416"
  [8] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.839390792661821"
  [9] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.852544132917965"
 [10] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.853582554517134"
 [11] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.830044998269297"
 [12] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.840083073727933"
 [13] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.845967462789893"
 [14] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.810314987885081"
 [15] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.840775354794046"
 [16] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.797507788161994"
 [17] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.836275527864313"
 [18] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.857390100380754"
 [19] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.80754586362063" 
 [20] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.825199030806507"
 [21] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.796123226029768"
 [22] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.85877466251298" 
 [23] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.789892696434752"
 [24] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.84527518172378" 
 [25] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.82104534440983" 
 [26] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.850813430252683"
 [27] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.832121841467636"
 [28] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.831429560401523"
 [29] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.818622360678435"
 [30] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.815853236413984"
 [31] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.8355832467982"  
 [32] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.82104534440983" 
 [33] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.788854274835583"
 [34] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.780546902042229"
 [35] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.813084112149533"
 [36] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.836621668397369"
 [37] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.851851851851852"
 [38] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.780893042575285"
 [39] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.791277258566978"
 [40] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.817930079612323"
 [41] [1] ">>>>>>>> Correlation Agrad: General Old x Removing Random Jovem Adulto 0.816891658013153"
