choice	age_cat	gender	income	d_swidth	d_mvcars	d_pcars	d_trees	d_mvciclyst	d_lands	d_bid	d_bheig	d_dbuild	d_people	d_graff	bair_cat
0	adulto	masculino	media	4	-1.43931623932	0.9452991452969	0	0	0.60866910867	0	-1.41378243609322	1.5	1	0	lib_cen
0	adulto	masculino	media	11.5	-1.27083333333	-5.625	-3	0.249999999997	0.0416666666699999	-1	0	-0.16666666667	1.166666666667	0	lib_cen
0	adulto	masculino	media	7.5	-1.33333333333	-7.66666666667	-3.666666666667	-0.833333333333	-1.83333333333	-1	1.44688636531818	0.5	0.499999999997	0	cat_cen
1	adulto	masculino	media	12.0454545455	-0.354838709677	-10.4274193548	7	-0.0967741935484	1.14960629921	1	-1.48666999402336	-1.5	0.6	0	cat_cen
0	adulto	masculino	media	-11.4	-1.9	-5.9	4	0	-0.5	-4	0	0.14285714286	-1.25	0	lib_cen
0	adulto	masculino	media	-2	-1	-1	-2	0	-0.66666666667	0	-1.6463630453853	-3.25	0.166666666667	1	mesmo
0	adulto	masculino	media	10	-1.33333333333	-6.06666666667	-0.79166666667	-0.833333333333	0.16666666667	-1	-0.932885804141463	0.5	-0.233333333333	0	lib_cen
0	adulto	masculino	media	10.1904761905	-1	-1.666666666667	-1	0	0.125	-3	-2.12553088208386	-5	-4.6	0	cat_cen
1	adulto	masculino	media	0.666666666599994	0	-8.25	0	0	0	0	-0.700868135378471	-0.699999999999999	-1	-1	cat_cen
0	adulto	masculino	media	1.7	-3.15384615385	-5.92307692308	-4.33333333333	0	-1.5	0	-0.825970600224951	0.33333333333	1.5833333333367	0	lib_cen
0	adulto	masculino	media	5.3333333333	-1	-3	2	0	-1	0	0.176877762084079	3.25	-0.166666666667	-1	cat_cen
0	adulto	masculino	media	-12.4	-1.8538461538462	-2.57692307692	-1	0	-2.64782608696	-4	0	-0.66666666667	-1.702380952381	0	lib_cen
0	adulto	masculino	media	-14.6666666667	0	-7.25	-1	0	0	2	-1.0034309053989	-1.85	0	0	mesmo
0	adulto	masculino	media	-3.3333333333	-4.46153846154	0.9230769230769	-1	0	0.14285714286	-2	-2.7998408684003	-1	0	0	cat_cen
0	adulto	masculino	media	-3	-0.2715053763437	-10.6774193548	5	-0.0967741935484	0.64960629921	0.380952380952	-1.81483004261975	-1.5	1.6	0	lib_cen
1	adulto	masculino	media	11.8333333333	1.700716845883	-2.6774193548	12	-0.0967741935484	1.14960629921	0.888888888889	-1.69638858532079	-2.5	-0.4	0	cat_cen
0	adulto	masculino	media	0	-5.4402618657953	0.7528641571199	1.6	0	-0.77246543779	-0.33333333333	-2.70306897930238	0.30434782609	0.863636363636	0	lib_cen
0	adulto	masculino	media	-9.3333333333	-5.46153846154	-0.0769230769231	-1.5	0	0.14285714286	-2	-3.03688006570166	0.6	0	0	lib_cen
1	adulto	masculino	media	-8.4	0.1	-0.9	1	0	-0.33333333333	-4	1.71049338280501	1.5	-1.75	0	mesmo
0	adulto	masculino	media	5.2	-3.15384615385	5.07692307692	-2.33333333333	0	-2	1	-0.427421223734676	-0.66666666667	2.0499999999967	0	cat_cen
0	adulto	masculino	media	-2.6666666667	0	0	1	0	0.68248175182	1	0.222392421332701	0	0	0	lib_cen
1	adulto	masculino	media	10	3	-3	-2	2	-0.66666666667	2.33333333333	-1.12553088208386	3	2.76666666667	0	lib_cen
0	adulto	masculino	media	50	2	1	10	0	-0.58333333333	-1	-1.94110631094643	2.68421052632	-3.6	0	cat_cen
1	adulto	masculino	media	-1.4428571429	-2.65384615385	3.07692307692	-4.33333333333	0	-1.92857142857	3.05263157895	-0.584962500721157	3.33333333333	3.2499999999967	1	mesmo
0	adulto	masculino	media	-0.166666666700003	4.645161290323	-7.6774193548	3	-0.0967741935484	1.27460629921	2	-1.27426166125705	-0.83333333333	1.6	0	lib_cen
1	adulto	masculino	media	-4	-5.46153846154	0.2867132867129	-4	0	0.0581113801500002	-2	-2.7998408684003	3	11	0	lib_cen
0	adulto	masculino	media	18.5	-0.652173913043	2.47826086957	-1	-1	0	-3.35	1.03747470541487	-2	-8	0	mesmo
0	adulto	masculino	media	-4.4	-0.9	-5.566666666667	2	0	0.2	-4	0	-0.5	-1.340909090909	0	cat_cen
0	adulto	masculino	media	3	-4.21763602252	4.4596622889269	0	2.39024390244	-0.40714285714	-2	-2.7998408684003	-1.5	2	0	lib_cen
0	adulto	masculino	media	9.2	-3.15384615385	-4.75641025641	-1.53333333333	0	-0.5	0	-0.825970600224951	-1.33333333334	-0.0833333333333	0	cat_cen
0	adulto	masculino	media	18.5	-0.652173913043	2.47826086957	-1	-1	0	-3.35	1.03747470541487	-2	-8	0	mesmo
0	adulto	masculino	media	4.5	-1.2499999999967	-7.66666666667	1	-0.833333333333	-0.33333333333	-0.619047619048	-0.932885804141463	-0.5	1.166666666667	0	lib_cen
1	adulto	masculino	media	-7.5	0.978494623653	-3.01075268813	4	0.7365591397846	0.98293963254	1	-0.881944238478288	-1	0.433333333333	0	mesmo
1	adulto	masculino	media	10	-2	-2	0.2	0	1.33333333333	0	-1.16992500144231	-0.5	0	0	cat_cen
1	adulto	masculino	media	1.1945945946	2.1	-5.9	3.27777777778	0	0.50769230769	-3.666666666667	-3.4594316186373	-4.5	-1.75	0	mesmo
0	adulto	masculino	media	19	-1	-0.44444444444	6	0	-0.25	-2	-2.12553088208386	-3.5	-4.6	0	cat_cen
0	adulto	masculino	media	23.5945945946	2.5	0	3.27777777778	-1	1.50769230769	-4.016666666667	-3.66296501272623	-6	-8	0	mesmo
1	adulto	masculino	media	3.6666666667	0.3829787234	5.6808510638	-2	1.23404255319	0.33333333333	6.33333333333	-0.10383581098454	2	4	0	mesmo
1	adulto	feminino	media	15.3333333333	0	-1	1	0	0	-2	0.302562770020431	1.15	-1	-1	cat_cen
1	adulto	feminino	media	-8.4	0.1	-0.9	1	0	-0.33333333333	-4	1.71049338280501	1.5	-1.75	0	mesmo
0	adulto	masculino	media	-4	-5.46153846154	0.0341880341879	3	0	1.14285714286	-2	-2.7998408684003	0	0	0	lib_cen
0	adulto	masculino	media	-7.9833333333	-1.4	-5.4	5	0	-0.375	-4	0	0	-1.75	0	lib_cen
1	adulto	masculino	media	3	-4.21763602252	4.4596622889269	0	2.39024390244	-0.40714285714	-2	-2.7998408684003	-1.5	2	0	lib_cen
0	adulto	masculino	media	16.8	-0.33333333333	5.33333333333	-1	0.66666666667	-0.93577981651	-2.35	0.58496250071736	5	-2.6	0	mesmo
0	adulto	masculino	media	11.5	-1.27083333333	-5.625	-3	0.249999999997	0.0416666666699999	-1	0	-0.16666666667	1.166666666667	0	lib_cen
0	adulto	masculino	media	5.6666666667	0	-1	2	0	-1.25	-3	-2.12553088208386	-2	-4.6	0	cat_cen
0	adulto	masculino	media	-12.4	-1.8538461538462	-2.57692307692	-1	0	-2.64782608696	-4	0	-0.66666666667	-1.702380952381	0	lib_cen
