V2 V1 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90 V91 V92 V93 V94 V95 V96 V97 V98 V99 V100 V101 V102 V103 grupo red green blue hor vert diag setor bairro
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg seguro? 5.03129078265 5.39164371904449 5.20993486364884 5.06300491437409 5.10657034121468 5.0859358784321 5.10211936440637 5.07858687406804 5.08448977456042 5.08613346014715 5.04988972620828 5.0374620394539 5.02877266200906 5.03067982891474 5.02382104164577 5.02730364101956 5.03400564658175 5.02097907473379 5.02225886947006 5.02787216234929 5.01820569566968 5.02372958927261 5.01846011239744 5.01776449505506 5.01371725775649 5.01554933183314 5.00798924570208 5.00821760686335 5.01665767978177 5.02809747060102 5.02363003023001 5.02091706801232 5.01750759069135 5.01546581777153 5.00700585826036 5.00528025709223 5.00270626054551 5.00714981446844 5.003284924481 5.00014449548614 5.00224892655493 5.00903000686143 5.01413250074627 5.01390273800378 5.01105371625126 5.01158133152229 5.01251158778076 5.01469420755834 5.01590029844617 5.01744909148276 5.01781481123171 5.02014338132535 5.01836115955885 5.01814586178809 5.01232800356719 5.00786482896193 5.00824321518398 5.00281234976895 5.00269532244206 5.00578473473216 5.00863574376773 5.00999013036706 5.0119796712234 5.01743159981389 5.01878354987553 5.01718297291099 5.01748410678033 5.01679513050696 5.01571279403632 5.01481861552642 5.01609527744087 5.01970190155546 5.02357234402256 5.0242519744969 5.02666820939315 5.02826863369494 5.02671634802947 5.02737856882608 5.02798026909074 5.0278760324446 5.02948408790179 5.02763624003202 5.0279942837114 5.02964297832695 5.03042382671774 5.02783991950662 5.03263461389437 5.0337493094743 5.03317594464827 5.03437104053123 5.03561003443573 5.03771292635547 5.03843393492821 5.03690865173575 5.03392002461799 5.03411893571571 5.03596423930198 5.03842893645382 5.03892757293079 5.03725256668912 5.03788176503487 Geral 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg seguro? 4.92948700825 5.3223988647921 4.96141254001465 4.97396525285238 4.95847343322237 4.90748405438307 4.92389640192271 4.91086949803218 4.90608246947181 4.91669400273072 4.91114646039586 4.90844957780662 4.93259336125714 4.90999263806732 4.90595663081593 4.9015886252444 4.90372634396217 4.91568341187957 4.92121438351545 4.93300671449931 4.92908593579922 4.92050151671839 4.91898784677978 4.92325135257672 4.92172712634464 4.9144703619264 4.92451598599982 4.91978113820388 4.91789115466744 4.92297191108826 4.92070204035295 4.91904474359908 4.92325925186906 4.92314012430387 4.92119931817919 4.92055524172829 4.91772846418429 4.92613777389777 4.92697922655048 4.92810689805413 4.93026355251311 4.92939391357201 4.92925661521053 4.93511858913571 4.94063903209651 4.94210343490058 4.93459551360874 4.93450992767981 4.938309652441 4.94026028474587 4.94209883866457 4.9402786598036 4.93534417509275 4.93138510604179 4.92762370554071 4.92683415912554 4.92745301892531 4.9292161739209 4.92788831766403 4.92586132066384 4.92512058432929 4.92645422722082 4.92590453900648 4.92329911065433 4.92714392611335 4.93030439538 4.92998002742733 4.93016627780967 4.92954685338742 4.92810410467996 4.92637204921624 4.92626130381445 4.92449645624238 4.92554431235633 4.92106173111343 4.91942421356221 4.92004080631203 4.92106942499425 4.91902783575818 4.92023955585145 4.91552598066176 4.9164821064004 4.91953596810236 4.92261512572839 4.92260290060158 4.92205960463699 4.92141604770298 4.92334047033495 4.92151112034486 4.92650392754671 4.92561830586236 4.92641385334912 4.92879762620931 4.92948957331849 4.93035791948251 4.92869433767699 4.92721861592485 4.92585339495824 4.9266258196459 4.92645390772944 4.9289164142594 Adulto 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg seguro? 5.53614592233 5.71743238268095 5.52004581791841 5.554658640806 5.48729192174201 5.52704352680418 5.52711093136451 5.54538041415392 5.53483546172877 5.53105021688236 5.52844297628172 5.53597204509768 5.53461053240655 5.53038166482902 5.53205813021296 5.53504751089957 5.54432346603074 5.54830720740238 5.54795264496117 5.53909118393833 5.53762124946615 5.53435216847855 5.53179371468356 5.53162454671896 5.53524851148488 5.53361086324851 5.53099804029035 5.525121225796 5.52838897097343 5.52414341973007 5.52316514867717 5.5246867383512 5.52651587144986 5.5255674053683 5.52912304691125 5.53218243958994 5.53045659729046 5.53207263737858 5.53131067701987 5.53228610794186 5.53005644379023 5.53238628200496 5.53196790988849 5.53290551414972 5.53073541218095 5.53330979575897 5.5344539078432 5.53892546662074 5.53631684982779 5.53757695671993 5.53300998476599 5.53376215167262 5.53682739482118 5.53772315260282 5.53890751002337 5.54142037728722 5.54067904701781 5.53607317084496 5.53639850075826 5.53436192561267 5.53584746265506 5.53465707537725 5.53402652382769 5.5330554390174 5.53272005853022 5.53153317419535 5.53457777130038 5.53302577929694 5.53357604877191 5.53510941576994 5.53461769699024 5.53624151973219 5.533307138711 5.53618444390202 5.53735760223018 5.53687254169552 5.53552970456574 5.53580013781928 5.53721889735942 5.53689467835367 5.53790913887544 5.53898376248753 5.54012237076245 5.54004227374005 5.54000999440362 5.53975812072099 5.53868092874923 5.53767023184169 5.53631809960831 5.53648491555959 5.53679170160519 5.53709140149993 5.53687107540003 5.53643030999612 5.53720236973467 5.53642131852118 5.53672590689971 5.53564408234928 5.53457935857379 5.53593289418479 5.53766505617036 Media 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.63960063006 5.57928994132073 5.60603771796876 5.64905384550647 5.65018598256322 5.6706818695552 5.67834299916831 5.65522582534728 5.6678826434749 5.68307711210256 5.67986830496302 5.6767331155159 5.66837383618833 5.66028871445129 5.66050235682767 5.66718516902464 5.66823532263905 5.66310408147692 5.66490127171931 5.66774458031758 5.65765083548261 5.65462301770395 5.64961569370649 5.64692811648762 5.64663103226695 5.64679512673962 5.64736217802456 5.65201520860739 5.64904490330299 5.64599303006583 5.64517115280436 5.64213093345227 5.64619826919622 5.64170614749838 5.63613044944017 5.63559853742089 5.63987105653306 5.64010894561175 5.64121745244179 5.64024282245694 5.64018786052504 5.63811888837364 5.63617356623795 5.63237594361702 5.63067108179476 5.62989451834292 5.62858177466976 5.62858675649072 5.62790011574062 5.62815371421829 5.62924834054742 5.62971140906405 5.63029840679007 5.63386875756063 5.63492469966153 5.63336722812109 5.63606541447534 5.63425239042492 5.63511473623667 5.63529058314942 5.6355715340074 5.63479159605302 5.63493228016119 5.63497656204016 5.63447729761815 5.63532235254451 5.63624892837262 5.63556423844134 5.63283988437677 5.62998700594942 5.63226152153006 5.63090812187827 5.63108518050404 5.62977784318148 5.63072719307998 5.62958020841811 5.62765943762028 5.62823694589335 5.62897918179001 5.62792231893375 5.62897216248435 5.62974796716692 5.63022313115361 5.63142344721381 5.62974366298002 5.62839696961567 5.62815652525224 5.62885651489845 5.63026522468819 5.63057752504291 5.63205725704191 5.63083567042365 5.6315271495664 5.63150709131112 5.63098622252365 5.63090514564197 5.6313232278777 5.63186852744926 5.63220563415816 5.63215330724203 5.63194522471353 Feminino 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 7.64767748564 7.64131835024096 7.62595736713804 7.61820330765985 7.63987274048056 7.64821881157492 7.65425527015786 7.64373393059461 7.6437882620099 7.63934007365863 7.64292791138095 7.64742123970632 7.65229783782144 7.6521085823088 7.64967626727292 7.65028438876365 7.65103128713986 7.65171720759629 7.65495311449149 7.65068598114087 7.65171791236466 7.65146471858578 7.65136338183772 7.6493245512221 7.65005454154111 7.64906719690607 7.65138620185895 7.65147305962056 7.65232572607121 7.65137994203404 7.65083173413858 7.64948072866369 7.65021882134895 7.6502393690142 7.64945953775045 7.64951736055116 7.64946021779011 7.64847409512116 7.64697060724079 7.64756790519543 7.64802009934995 7.64836679845807 7.64772964491756 7.64692136664132 7.646214247994 7.6462155218975 7.64603469406598 7.64724897610644 7.64651014392791 7.64684302271012 7.64692378485085 7.64677010454298 7.64703554827502 7.64679614667922 7.64655924759965 7.64721566989961 7.64735296587227 7.64809273938047 7.64850339985822 7.64795918270185 7.64800788181926 7.64853939544527 7.64883463614581 7.64911094529983 7.64886572982498 7.64885536008212 7.64903290278708 7.64868679770573 7.64901108250628 7.64913944335178 7.6483798352513 7.64710589611049 7.64707959471321 7.64709461303198 7.64786758579465 7.64848268921843 7.64802168825122 7.64781826082932 7.64723975990463 7.64700045486966 7.64696505645775 7.64772814075096 7.64769745849188 7.64763355529248 7.64662597587787 7.64671646796043 7.64670597881595 7.64704885684957 7.64747372851119 7.64762767970363 7.64843958541983 7.64864041469567 7.64852878386549 7.64809059996877 7.64807765507209 7.64759994489979 7.64791240116006 7.64800749501882 7.6480308337255 7.64750493516583 7.64763561760026 Casado 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.95072527223 5.86375118325942 5.977370914417 5.94531995147706 5.95777909960895 5.94573174321673 5.97866305845373 5.99209139142317 5.97301040507774 5.97088502881246 5.98060046279186 5.97101928186168 5.97451580784679 5.9657949848885 5.97536909214079 5.98773690594886 5.9836034706391 5.97468024008203 5.98194067225393 5.98084913751957 5.98042853383388 5.98205940481181 5.97918122692484 5.97985611630501 5.97427487130389 5.96373564359149 5.96582909695176 5.95983001165862 5.96370374416356 5.96265861875813 5.96261395011451 5.95735830844617 5.95725355241653 5.95524126555545 5.94899682731224 5.94862884737419 5.94945696438575 5.94805367560981 5.95023452621376 5.94876367711911 5.94935242568694 5.94679134137783 5.94563492709726 5.94674135500241 5.94294128621827 5.94202406957484 5.93981021067107 5.93829634742898 5.94059932133465 5.94025173322381 5.93803728898486 5.93889494243164 5.93988825495328 5.94290348354564 5.94284789550619 5.94291832113022 5.94001313300541 5.94046026647566 5.94279903542134 5.93893061881883 5.93804059119772 5.94024255572866 5.94072030011528 5.93872480511355 5.93823835322485 5.93640641847697 5.93859549666601 5.93813675441427 5.93691451622913 5.93540536967776 5.93541717753897 5.93660566564789 5.93676057372036 5.93772580713932 5.93919497668354 5.93850025033946 5.94041148068048 5.94143552922886 5.94246322550903 5.94063916335334 5.94149709112832 5.94430288677868 5.94336189280322 5.94322038139606 5.94511469152124 5.94455735349567 5.94606276146078 5.94770472645588 5.94804484308177 5.94680609608401 5.94564621880191 5.9452413906399 5.94507286961732 5.94443986827015 5.94340272155979 5.94330545810487 5.9440731430381 5.94429195183148 5.94526925951595 5.94492484629109 5.94659980783378 Adulto 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.6398755083 5.81459146286359 5.73067187105585 5.68556702635875 5.72465232398361 5.71127519470021 5.69590155133417 5.71315195396891 5.73174573938315 5.7336588915424 5.73636730887072 5.73529286674697 5.71251437291016 5.71065903835372 5.70718721306247 5.65145453434364 5.64574203822214 5.6320566316782 5.64085069571534 5.64611422119051 5.6473188723747 5.64684058062503 5.64388494261885 5.64657520993444 5.63612559484798 5.63093914666297 5.62681016648021 5.6269639784393 5.63630857701469 5.63681643386965 5.64088523458609 5.64394237913162 5.64242962465572 5.64536931193968 5.63877200074265 5.63818759906815 5.63681536944584 5.63948945422698 5.63166857804046 5.63502505127584 5.63069384527838 5.63317477036425 5.62890311971398 5.62873627282892 5.62698920631648 5.62371103120384 5.622495554263 5.61960899546978 5.61843884475488 5.618739683039 5.62215103495417 5.62300794693281 5.62037618294082 5.61809141534636 5.61578347236053 5.61218374689921 5.61335474259206 5.61720876991123 5.61636231664999 5.61875733684365 5.61596504385213 5.61963394152461 5.61817405976323 5.61599241724161 5.61534739140741 5.61745636019444 5.61960100822984 5.62125708296575 5.61937979401921 5.61845969073768 5.61635678734052 5.61747954087047 5.61679463557956 5.6138682102423 5.6145923832387 5.61477274657989 5.61883547034124 5.6212542801972 5.62037634875009 5.6197475303006 5.62079424815593 5.62330038380878 5.62050365518209 5.62198566248749 5.62227612397943 5.62175209053375 5.62111986189165 5.61983768507431 5.61889868349528 5.62022185103342 5.61973402700791 5.61852494115096 5.62032003639615 5.62137686175221 5.62318270839038 5.62376259511902 5.6258074584883 5.626407310795 5.62773912389337 5.6275603801314 5.6277090868394 Masculino 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg agrad%C3%A1vel? 5.66474210064 5.85996039800422 5.72154573320804 5.64826974391004 5.64710580301209 5.63900595281796 5.64026482285019 5.66151580592308 5.63749779278802 5.64062477624893 5.63361195597378 5.65020801415768 5.66009950117065 5.66107530849193 5.6768118161127 5.66796078612591 5.66994613720215 5.66218842937687 5.65578933423595 5.652436887267 5.65213133164366 5.6485496839716 5.64002733515169 5.63454799481283 5.64568036485764 5.65456422122176 5.65439422289088 5.65701560742171 5.64881993134833 5.64810970259922 5.64897429980985 5.65133969446919 5.65758888617654 5.65835862241523 5.66063497415797 5.66216950352934 5.66391455833673 5.66373136309715 5.66571599503342 5.6656655259964 5.66626015299122 5.6668787473732 5.6697565645632 5.6660685867708 5.66540186634273 5.66400974467731 5.66505457188032 5.66718383668577 5.66837732967585 5.66722229832391 5.66799281879483 5.6704025134187 5.67071467456624 5.67042939537184 5.67220722374983 5.67126934980497 5.6699144161912 5.67146351575949 5.66864826218345 5.66777017410424 5.66775320984026 5.66939784426208 5.6715419279477 5.67203568769789 5.67022147387948 5.67064246856541 5.66918793117148 5.6697426713663 5.6697314140145 5.67076937887853 5.66751171608625 5.6683424632401 5.66969164296065 5.67017602612924 5.66857969111696 5.6645319270885 5.66333248693869 5.66310115866222 5.66441202210485 5.66536587597638 5.66634768303507 5.66689615275162 5.66683281789564 5.66784168683771 5.66636817579403 5.66619110315932 5.66315454852665 5.66348205876638 5.66403440889093 5.66441894935709 5.66387931765627 5.66718714202211 5.66775735492424 5.66677497035836 5.6649385326127 5.66386032720088 5.66373829828913 5.66520521947462 5.6652467261333 5.66499124750936 5.66411546411557 Jovem 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg seguro? 4.97789790594 5.27288019756737 5.06474709086873 4.99311851545201 4.93789953528983 4.93795122654806 4.91778103984696 4.93973442674376 4.93622261692284 4.93466465855173 4.94302557343233 4.96808586485423 4.96791062423268 4.96756034436164 4.96762674925802 4.959457491016 4.96461784409402 4.96865022569703 4.97001575534638 4.97143967161954 4.98154228910218 4.98192591501091 4.97811165889762 4.98213728516567 4.98115867012084 4.98704015974974 4.98658672207564 4.9878766732389 4.98805521319896 4.98851949474974 4.97768656726085 4.98291269834259 4.9816866083833 4.97989998412722 4.98076691771081 4.9863474580866 4.98326027665122 4.98147401594051 4.9880295746423 4.99048002554648 4.9848642525635 4.97977170254792 4.97747689959893 4.97855185163436 4.97507494607434 4.9748679657426 4.97533078765335 4.97448119858213 4.97265146239497 4.97138754327299 4.96901788086316 4.96988710173793 4.97413074125265 4.97591210751435 4.97780710355217 4.97648513367182 4.97225946672225 4.97323632534046 4.97264762613311 4.97600582072924 4.97412415401786 4.97332594677907 4.97415806109789 4.9749405614962 4.97110604366404 4.97243612709158 4.97462684674105 4.97875683962995 4.97642698233743 4.97758939817408 4.97755428166436 4.97767219614836 4.97833424228564 4.97648259078092 4.97618842264103 4.97457278853602 4.97415389569198 4.97686782946843 4.97746726259141 4.98056398150775 4.97878606050619 4.9792701804938 4.97990789937333 4.9803197673756 4.97868789143454 4.97697992215617 4.97682431058691 4.97563939691794 4.97534619287667 4.97732055877277 4.97689485995108 4.97884601002586 4.97727421865756 4.97561244649259 4.97612331091989 4.97316897006018 4.97366317179652 4.97639604606533 4.9737356208962 4.97478488774997 4.97612484122742 Solteiro 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg seguro? 4.97713653248 4.88989365665172 4.98271632306628 5.05455032953056 5.03510219556808 4.96151007481245 4.96262400692956 4.96405572193879 4.96125375937351 4.97635458959713 4.97404353123642 4.98785105414896 4.99441068272926 4.99178165656797 4.97660826077964 4.96740132885019 4.97128608983722 4.96850918957382 4.97441004353404 4.98066328982484 4.97513517160315 4.96773224102682 4.96852830565297 4.97882060870367 4.97749284274903 4.96884139795874 4.97205951689769 4.97029227434028 4.96833746016051 4.9671707014526 4.96619510626206 4.97174732402028 4.96947627975302 4.96612322533278 4.96267109335657 4.96326631941829 4.96708841819411 4.97008187554308 4.9709186501158 4.97247113114526 4.97196669620283 4.97420972083741 4.97658721632981 4.97879869998735 4.98012838430669 4.9820746028542 4.9782673935023 4.97498001742956 4.9740730754266 4.97325150810164 4.97630812648409 4.97500321962331 4.97361247677907 4.97287593874853 4.97789141991586 4.98160035047355 4.98079668666189 4.98029252162063 4.98218686239821 4.98110889312144 4.9770816349261 4.97929389859479 4.97988206770634 4.97834349325879 4.97962445631093 4.97751079193051 4.97876080173736 4.97779853588595 4.9783427806856 4.97668712469705 4.97694534389612 4.97805690852281 4.98016307934891 4.98036851515404 4.98163705106874 4.98098970526238 4.98238261897754 4.98165638233846 4.97998092297474 4.98162709325479 4.98245109532589 4.98197588328765 4.98001924983622 4.98005877244436 4.98154573075385 4.98343197890751 4.98474698879048 4.98531445058382 4.98196783772301 4.98097906921809 4.9804910506747 4.98241405212193 4.98302916375097 4.98280180159241 4.9825936396177 4.98127359288381 4.97869159202583 4.97861233090487 4.97958764411474 4.97950236430916 4.97954221387703 Baixa 113.870244 112.138958 102.80375 46 3 12 250400905000060 catole
