"V1" "V2" "V3" "V4" "V5"
"125" "rodrigues_62.jpg" 3 3 0.00453857791225416 1
"129" "rodrigues_882.jpg" 1 1 0.00151285930408472 1
"131" "floriano_8282.jpg" 1 1 0.00151285930408472 1
"132" "almirante_1802.jpg" 2 2 0.00302571860816944 1
"134" "floriano_6842.jpg" 1 1 0.00151285930408472 1
"137" "floriano_1002.jpg" 1 1 0.00151285930408472 1
"139" "rodrigues_1062.jpg" 1 1 0.00151285930408472 1
"141" "floriano_1042.jpg" 1 1 0.00151285930408472 1
"142" "floriano_1902.jpg" 1 1 0.00151285930408472 1
"143" "floriano_3082.jpg" 1 1 0.00151285930408472 1
"144" "rodrigues_1142.jpg" 2 2 0.00302571860816944 1
"145" "floriano_8642.jpg" 1 1 0.00151285930408472 1
"146" "floriano_4802.jpg" 1 1 0.00151285930408472 1
"147" "floriano_8502.jpg" 1 1 0.00151285930408472 1
"150" "floriano_262.jpg" 1 1 0.00151285930408472 1
"152" "floriano_8022.jpg" 2 2 0.00302571860816944 1
"153" "rodrigues_822.jpg" 3 3 0.00453857791225416 1
"154" "rodrigues_362.jpg" 5 5 0.0075642965204236 1
"155" "rodrigues_1002.jpg" 4 4 0.00605143721633888 1
"156" "floriano_8902.jpg" 1 1 0.00151285930408472 1
"157" "floriano_7182.jpg" 1 1 0.00151285930408472 1
"158" "floriano_922.jpg" 1 1 0.00151285930408472 1
"159" "rodrigues_982.jpg" 1 1 0.00151285930408472 1
"162" "floriano_1942.jpg" 1 1 0.00151285930408472 1
"165" "floriano_1742.jpg" 2 2 0.00302571860816944 1
"166" "rodrigues_462.jpg" 3 3 0.00453857791225416 1
"169" "floriano_942.jpg" 1 1 0.00151285930408472 1
"170" "rodrigues_502.jpg" 2 2 0.00302571860816944 1
"171" "floriano_4662.jpg" 2 2 0.00302571860816944 1
"172" "rodrigues_342.jpg" 3 3 0.00453857791225416 1
"174" "floriano_7002.jpg" 2 2 0.00302571860816944 1
"175" "rodrigues_602.jpg" 1 1 0.00151285930408472 1
"179" "floriano_2122.jpg" 1 1 0.00151285930408472 1
"181" "floriano_3122.jpg" 1 1 0.00151285930408472 1
"183" "floriano_142.jpg" 1 1 0.00151285930408472 1
"186" "floriano_2422.jpg" 1 1 0.00151285930408472 1
"189" "floriano_2582.jpg" 1 1 0.00151285930408472 1
"190" "floriano_2202.jpg" 3 3 0.00453857791225416 1
"191" "floriano_1502.jpg" 1 1 0.00151285930408472 1
"194" "floriano_5602.jpg" 1 1 0.00151285930408472 1
"195" "rodrigues_1282.jpg" 1 1 0.00151285930408472 1
"197" "floriano_3382.jpg" 1 1 0.00151285930408472 1
"198" "rodrigues_142.jpg" 4 4 0.00605143721633888 1
"201" "rodrigues_162.jpg" 4 4 0.00605143721633888 1
"202" "floriano_8742.jpg" 1 1 0.00151285930408472 1
"203" "floriano_5482.jpg" 3 3 0.00453857791225416 1
"204" "floriano_4862.jpg" 1 1 0.00151285930408472 1
"206" "rodrigues_122.jpg" 7 7 0.010590015128593 1
"209" "floriano_1482.jpg" 2 2 0.00302571860816944 1
"211" "rodrigues_1262.jpg" 3 3 0.00453857791225416 1
"212" "floriano_7422.jpg" 1 1 0.00151285930408472 1
"217" "floriano_122.jpg" 3 3 0.00453857791225416 1
"218" "floriano_7642.jpg" 1 1 0.00151285930408472 1
"221" "floriano_1182.jpg" 1 1 0.00151285930408472 1
"227" "floriano_9002.jpg" 1 1 0.00151285930408472 1
"230" "rodrigues_1882.jpg" 3 3 0.00453857791225416 1
"231" "rodrigues_102.jpg" 6 6 0.00907715582450832 1
"232" "rodrigues_1122.jpg" 2 2 0.00302571860816944 1
"233" "floriano_3202.jpg" 1 1 0.00151285930408472 1
"236" "rodrigues_562.jpg" 2 2 0.00302571860816944 1
"238" "floriano_8242.jpg" 1 1 0.00151285930408472 1
"239" "rodrigues_1722.jpg" 1 1 0.00151285930408472 1
"48" "rodrigues_402.jpg" 6 7 0.00907715582450832 0.857142857142857
"63" "almirante_1982.jpg" 5 6 0.0075642965204236 0.833333333333333
"85" "rodrigues_582.jpg" 5 6 0.0075642965204236 0.833333333333333
"98" "rodrigues_1582.jpg" 4 5 0.00605143721633888 0.8
"101" "rodrigues_522.jpg" 4 5 0.00605143721633888 0.8
"148" "rodrigues_1202.jpg" 4 5 0.00605143721633888 0.8
"173" "rodrigues_622.jpg" 4 5 0.00605143721633888 0.8
"213" "rodrigues_1942.jpg" 4 5 0.00605143721633888 0.8
"234" "rodrigues_722.jpg" 4 5 0.00605143721633888 0.8
"235" "rodrigues_862.jpg" 4 5 0.00605143721633888 0.8
"140" "almirante_1942.jpg" 11 14 0.0166414523449319 0.785714285714286
"34" "floriano_442.jpg" 6 8 0.00907715582450832 0.75
"102" "almirante_1742.jpg" 3 4 0.00453857791225416 0.75
"121" "floriano_8482.jpg" 3 4 0.00453857791225416 0.75
"136" "rodrigues_1902.jpg" 3 4 0.00453857791225416 0.75
"216" "rodrigues_1522.jpg" 3 4 0.00453857791225416 0.75
"104" "rodrigues_442.jpg" 5 7 0.0075642965204236 0.714285714285714
"222" "rodrigues_1862.jpg" 5 7 0.0075642965204236 0.714285714285714
"35" "rodrigues_1082.jpg" 6 9 0.00907715582450832 0.666666666666667
"54" "floriano_7662.jpg" 2 3 0.00302571860816944 0.666666666666667
"59" "rodrigues_1742.jpg" 8 12 0.0121028744326778 0.666666666666667
"62" "floriano_7522.jpg" 2 3 0.00302571860816944 0.666666666666667
"80" "rodrigues_422.jpg" 2 3 0.00302571860816944 0.666666666666667
"82" "rodrigues_1762.jpg" 2 3 0.00302571860816944 0.666666666666667
"89" "floriano_8002.jpg" 2 3 0.00302571860816944 0.666666666666667
"100" "almirante_222.jpg" 2 3 0.00302571860816944 0.666666666666667
"117" "rodrigues_922.jpg" 2 3 0.00302571860816944 0.666666666666667
"123" "rodrigues_762.jpg" 2 3 0.00302571860816944 0.666666666666667
"127" "rodrigues_22.jpg" 2 3 0.00302571860816944 0.666666666666667
"135" "rodrigues_1602.jpg" 2 3 0.00302571860816944 0.666666666666667
"167" "rodrigues_1702.jpg" 4 6 0.00605143721633888 0.666666666666667
"168" "almirante_1182.jpg" 2 3 0.00302571860816944 0.666666666666667
"193" "floriano_962.jpg" 2 3 0.00302571860816944 0.666666666666667
"229" "rodrigues_902.jpg" 2 3 0.00302571860816944 0.666666666666667
"77" "rodrigues_202.jpg" 3 5 0.00453857791225416 0.6
"78" "almirante_1842.jpg" 3 5 0.00453857791225416 0.6
"79" "almirante_422.jpg" 3 5 0.00453857791225416 0.6
"84" "almirante_1722.jpg" 3 5 0.00453857791225416 0.6
"163" "floriano_7122.jpg" 6 10 0.00907715582450832 0.6
"196" "almirante_442.jpg" 3 5 0.00453857791225416 0.6
"215" "almirante_1502.jpg" 4 7 0.00605143721633888 0.571428571428571
"14" "floriano_8602.jpg" 3 6 0.00453857791225416 0.5
"17" "floriano_1582.jpg" 2 4 0.00302571860816944 0.5
"22" "floriano_1822.jpg" 1 2 0.00151285930408472 0.5
"37" "floriano_2462.jpg" 1 2 0.00151285930408472 0.5
"38" "rodrigues_2.jpg" 3 6 0.00453857791225416 0.5
"46" "almirante_1262.jpg" 1 2 0.00151285930408472 0.5
"65" "rodrigues_1542.jpg" 1 2 0.00151285930408472 0.5
"66" "rodrigues_1402.jpg" 1 2 0.00151285930408472 0.5
"71" "floriano_1922.jpg" 1 2 0.00151285930408472 0.5
"75" "floriano_8562.jpg" 1 2 0.00151285930408472 0.5
"76" "almirante_922.jpg" 1 2 0.00151285930408472 0.5
"83" "floriano_3162.jpg" 1 2 0.00151285930408472 0.5
"95" "almirante_2162.jpg" 1 2 0.00151285930408472 0.5
"96" "rodrigues_262.jpg" 1 2 0.00151285930408472 0.5
"110" "rodrigues_1362.jpg" 1 2 0.00151285930408472 0.5
"114" "rodrigues_382.jpg" 2 4 0.00302571860816944 0.5
"120" "floriano_4962.jpg" 1 2 0.00151285930408472 0.5
"128" "floriano_1262.jpg" 1 2 0.00151285930408472 0.5
"149" "almirante_162.jpg" 1 2 0.00151285930408472 0.5
"151" "rodrigues_842.jpg" 1 2 0.00151285930408472 0.5
"161" "floriano_8662.jpg" 1 2 0.00151285930408472 0.5
"176" "rodrigues_1382.jpg" 1 2 0.00151285930408472 0.5
"177" "almirante_1342.jpg" 1 2 0.00151285930408472 0.5
"178" "rodrigues_182.jpg" 5 10 0.0075642965204236 0.5
"185" "floriano_1982.jpg" 1 2 0.00151285930408472 0.5
"187" "almirante_2.jpg" 1 2 0.00151285930408472 0.5
"200" "floriano_7442.jpg" 1 2 0.00151285930408472 0.5
"207" "rodrigues_1562.jpg" 1 2 0.00151285930408472 0.5
"220" "rodrigues_1162.jpg" 1 2 0.00151285930408472 0.5
"223" "floriano_4582.jpg" 1 2 0.00151285930408472 0.5
"224" "floriano_7742.jpg" 2 4 0.00302571860816944 0.5
"225" "floriano_2782.jpg" 1 2 0.00151285930408472 0.5
"226" "floriano_2282.jpg" 1 2 0.00151285930408472 0.5
"240" "rodrigues_1662.jpg" 1 2 0.00151285930408472 0.5
"68" "rodrigues_1422.jpg" 3 7 0.00453857791225416 0.428571428571429
"228" "almirante_1482.jpg" 3 7 0.00453857791225416 0.428571428571429
"111" "almirante_242.jpg" 4 10 0.00605143721633888 0.4
"118" "almirante_2182.jpg" 2 5 0.00302571860816944 0.4
"130" "almirante_22.jpg" 2 5 0.00302571860816944 0.4
"160" "almirante_1042.jpg" 2 5 0.00302571860816944 0.4
"208" "rodrigues_222.jpg" 2 5 0.00302571860816944 0.4
"67" "floriano_2922.jpg" 3 8 0.00453857791225416 0.375
"112" "almirante_1922.jpg" 3 8 0.00453857791225416 0.375
"138" "almirante_622.jpg" 3 8 0.00453857791225416 0.375
"184" "almirante_1282.jpg" 4 11 0.00605143721633888 0.363636363636364
"11" "floriano_7222.jpg" 1 3 0.00151285930408472 0.333333333333333
"15" "floriano_1062.jpg" 1 3 0.00151285930408472 0.333333333333333
"16" "almirante_1062.jpg" 1 3 0.00151285930408472 0.333333333333333
"23" "rodrigues_802.jpg" 1 3 0.00151285930408472 0.333333333333333
"51" "floriano_7262.jpg" 1 3 0.00151285930408472 0.333333333333333
"53" "almirante_1682.jpg" 1 3 0.00151285930408472 0.333333333333333
"64" "floriano_1082.jpg" 1 3 0.00151285930408472 0.333333333333333
"92" "almirante_1442.jpg" 1 3 0.00151285930408472 0.333333333333333
"108" "rodrigues_1442.jpg" 1 3 0.00151285930408472 0.333333333333333
"133" "floriano_1102.jpg" 1 3 0.00151285930408472 0.333333333333333
"180" "floriano_4622.jpg" 1 3 0.00151285930408472 0.333333333333333
"205" "almirante_42.jpg" 1 3 0.00151285930408472 0.333333333333333
"50" "almirante_902.jpg" 2 7 0.00302571860816944 0.285714285714286
"214" "rodrigues_1922.jpg" 2 7 0.00302571860816944 0.285714285714286
"1" "floriano_1162.jpg" 3 11 0.00453857791225416 0.272727272727273
"2" "almirante_1862.jpg" 1 4 0.00151285930408472 0.25
"7" "almirante_342.jpg" 1 4 0.00151285930408472 0.25
"30" "almirante_1362.jpg" 1 4 0.00151285930408472 0.25
"32" "almirante_1402.jpg" 1 4 0.00151285930408472 0.25
"39" "floriano_7842.jpg" 3 12 0.00453857791225416 0.25
"55" "floriano_2722.jpg" 1 4 0.00151285930408472 0.25
"72" "almirante_1022.jpg" 1 4 0.00151285930408472 0.25
"182" "almirante_962.jpg" 1 4 0.00151285930408472 0.25
"188" "rodrigues_1842.jpg" 1 4 0.00151285930408472 0.25
"219" "almirante_1882.jpg" 1 4 0.00151285930408472 0.25
"237" "almirante_302.jpg" 1 4 0.00151285930408472 0.25
"126" "rodrigues_1322.jpg" 5 21 0.0075642965204236 0.238095238095238
"210" "rodrigues_1782.jpg" 1 5 0.00151285930408472 0.2
"164" "floriano_6202.jpg" 1 6 0.00151285930408472 0.166666666666667
"192" "almirante_1082.jpg" 1 6 0.00151285930408472 0.166666666666667
"58" "almirante_2022.jpg" 1 7 0.00151285930408472 0.142857142857143
"86" "almirante_462.jpg" 2 14 0.00302571860816944 0.142857142857143
"199" "floriano_7102.jpg" 1 8 0.00151285930408472 0.125
